bur2 50,btt 50
0.002735699,0
0.002733926,0
0.002732178,0
0.002730454,0
0.002728755,0
0.00272708,0
0.00272543,0
0.002723804,0
0.002722202,0
0.002720624,0
0.002719071,0
0.002717542,0
0.002716037,0
0.002714557,0
0.0027131,0
0.002711668,0
0.00271026,0
0.002708876,0
0.002707516,0
0.00270618,0
0.002704869,0
0.002703581,0
0.002702317,0
0.002701078,0
0.002699862,0
0.00269867,0
0.002697503,0
0.002696359,0
0.002695239,0
0.002694143,0
0.00269307,0
0.002692022,0
0.002690997,0
0.002689997,0
0.00268902,0
0.002688066,0
0.002687137,0
0.002686231,0
0.002685349,0
0.00268449,0
0.002683655,0
0.002682844,0
0.002682057,0
0.002681293,0
0.002680552,0
0.002679835,0
0.002679142,0
0.002678472,0
0.002677826,0
0.002677203,0
0.002676603,0
0.002676027,0
0.002675474,0
0.002674945,0
0.002674439,0
0.002673957,0
0.002673497,0
0.002673061,0
0.002672649,0
0.002672259,0
0.002671893,0
0.00267155,0
0.00267123,0
0.002670933,0
0.00267066,0
0.00267041,0
0.002670182,0
0.002669978,0
0.002669797,0
0.002669639,0
0.002669504,0
0.002669392,0
0.002669303,0
0.002669237,0
0.002669194,0
0.002669174,0
0.002669177,0
0.002669203,0
0.002669251,0
0.002669323,0
0.002669417,0
0.002669534,0
0.002669674,0
0.002669837,0
0.002670022,0
0.00267023,0
0.002670461,0
0.002670715,0
0.002670991,0
0.00267129,0
0.002671611,0
0.002671955,0
0.002672322,0
0.002672711,0
0.002673123,0
0.002673557,0
0.002674014,0
0.002674493,0
0.002674995,0
0.002675519,0
0.002676066,0
0.002676635,0
0.002677227,0
0.00267784,0
0.002678477,0
0.002679135,0
0.002679816,0
0.002680519,0
0.002681245,0
0.002681992,0
0.002682762,0
0.002683554,0
0.002684368,0
0.002685205,0
0.002686064,0
0.002686944,0
0.002687847,0
0.002688772,0
0.002689719,0
0.002690688,0
0.002691679,0
0.002692692,0
0.002693727,0
0.002694785,0
0.002695864,0
0.002696965,0
0.002698087,0
0.002699232,0
0.002700399,0
0.002701587,0
0.002702798,0
0.00270403,0
0.002705284,0
0.00270656,0
0.002707857,0
0.002709176,0
0.002710517,0
0.00271188,0
0.002713264,0
0.00271467,0
0.002716098,0
0.002717547,0
0.002719018,0
0.002720511,0
0.002722025,0
0.00272356,0
0.002725117,0
0.002726696,0
0.002728296,0
0.002729918,0
0.002731561,0
0.002733225,0
0.002734911,0
0.002736618,0
0.002738347,0
0.002740096,0
0.002741868,0
0.00274366,0
0.002745474,0
0.002747309,0
0.002749166,0
0.002751043,0
0.002752942,0
0.002754862,0
0.002756803,0
0.002758766,0
0.002760749,0
0.002762754,0
0.00276478,0
0.002766826,0
0.002768894,0
0.002770983,0
0.002773093,0
0.002775224,0
0.002777376,0
0.002779549,0
0.002781743,0
0.002783957,0
0.002786193,0
0.00278845,0
0.002790727,0
0.002793025,0
0.002795345,0
0.002797684,0
0.002800045,0
0.002802427,0
0.002804829,0
0.002807252,0
0.002809696,0
0.00281216,0
0.002814645,0
0.002817151,0
0.002819677,0
0.002822224,0
0.002824792,0
0.00282738,0
0.002829989,0
0.002832618,0
0.002835268,0
0.002837938,0
0.002840629,0
0.00284334,0
0.002846072,0
0.002848824,0
0.002851597,0
0.00285439,0
0.002857203,0
0.002860037,0
0.002862891,0
0.002865766,0
0.00286866,0
0.002871575,0
0.002874511,0
0.002877466,0
0.002880442,0
0.002883438,0
0.002886454,0
0.00288949,0
0.002892547,0
0.002895623,0
0.00289872,0
0.002901837,0
0.002904974,0
0.002908131,0
0.002911308,0
0.002914505,0
0.002917722,0
0.002920959,0
0.002924216,0
0.002927492,0
0.002930789,0
0.002934106,0
0.002937443,0
0.002940799,0
0.002944176,0
0.002947572,0
0.002950988,0
0.002954424,0
0.002957879,0
0.002961355,0
0.00296485,0
0.002968365,0
0.002971899,0
0.002975454,0
0.002979028,0
0.002982621,0
0.002986234,0
0.002989867,0
0.00299352,0
0.002997192,0
0.003000883,0
0.003004594,0
0.003008325,0
0.003012075,0
0.003015845,0
0.003019634,0
0.003023443,0
0.003027271,0
0.003031118,0
0.003034985,0
0.003038871,0
0.003042777,0
0.003046701,0
0.003050646,0
0.003054609,0
0.003058592,0
0.003062594,0
0.003066615,0
0.003070656,0
0.003074716,0
0.003078795,0
0.003082893,0
0.00308701,0
0.003091147,0
0.003095302,0
0.003099477,0
0.003103671,0
0.003107884,0
0.003112116,0
0.003116367,0
0.003120637,0
0.003124926,0
0.003129234,0
0.003133561,0
0.003137907,0
0.003142271,0
0.003146655,0
0.003151058,0
0.003155479,0
0.00315992,0
0.003164379,0
0.003168857,0
0.003173354,0
0.003177869,0
0.003182404,0
0.003186957,0
0.003191529,0
0.003196119,0
0.003200728,0
0.003205356,0
0.003210003,0
0.003214668,0
0.003219352,0
0.003224054,0
0.003228776,0
0.003233515,0
0.003238273,0
0.00324305,0
0.003247845,0
0.003252659,0
0.003257491,0
0.003262342,0
0.003267211,0
0.003272099,0
0.003277005,0
0.003281929,0
0.003286872,0
0.003291833,0
0.003296812,0
0.00330181,0
0.003306826,0
0.003311861,0
0.003316913,0
0.003321984,0
0.003327073,0
0.003332181,0
0.003337306,0
0.00334245,0
0.003347612,0
0.003352792,0
0.00335799,0
0.003363207,0
0.003368441,0
0.003373694,0
0.003378964,0
0.003384253,0
0.003389559,0
0.003394884,0
0.003400227,0
0.003405587,0
0.003410966,0
0.003416362,0
0.003421777,0
0.003427209,0
0.003432659,0
0.003438128,0
0.003443614,0
0.003449117,0
0.003454639,0
0.003460178,0
0.003465736,0
0.003471311,0
0.003476903,0
0.003482514,0
0.003488142,0
0.003493788,0
0.003499451,0
0.003505133,0
0.003510832,0
0.003516548,0
0.003522282,0
0.003528034,0
0.003533803,0
0.00353959,0
0.003545395,0
0.003551216,0
0.003557056,0
0.003562913,0
0.003568787,0
0.003574679,0
0.003580589,0
0.003586515,0
0.003592459,0
0.003598421,0
0.0036044,0
0.003610396,0
0.00361641,0
0.003622441,0
0.003628489,0
0.003634555,0
0.003640638,0
0.003646738,0
0.003652855,0
0.00365899,0
0.003665141,0
0.00367131,0
0.003677496,0
0.0036837,0
0.00368992,0
0.003696158,0
0.003702412,0
0.003708684,0
0.003714973,0
0.003721279,0
0.003727602,0
0.003733942,0
0.003740298,0
0.003746672,0
0.003753063,0
0.003759471,0
0.003765896,0
0.003772338,0
0.003778796,0
0.003785272,0
0.003791764,0
0.003798273,0
0.003804799,0
0.003811342,0
0.003817902,0
0.003824478,0
0.003831072,0
0.003837682,0
0.003844308,0
0.003850952,0
0.003857612,0
0.003864289,0
0.003870982,0
0.003877693,0
0.003884419,0
0.003891163,0
0.003897923,0
0.003904699,0
0.003911493,0
0.003918302,0
0.003925129,0
0.003931972,0
0.003938831,0
0.003945707,0
0.003952599,0
0.003959508,0
0.003966433,0
0.003973375,0
0.003980333,0
0.003987307,0
0.003994298,0
0.004001305,0
0.004008329,0
0.004015368,0
0.004022425,0
0.004029497,0
0.004036586,0
0.004043691,0
0.004050812,0
0.004057949,0
0.004065103,0
0.004072273,0
0.004079459,0
0.004086661,0
0.00409388,0
0.004101114,0
0.004108365,0
0.004115631,0
0.004122914,0
0.004130213,0
0.004137528,0
0.004144859,0
0.004152206,0
0.004159569,0
0.004166948,0
0.004174343,0
0.004181754,0
0.00418918,0
0.004196623,0
0.004204082,0
0.004211556,0
0.004219047,0
0.004226553,0
0.004234075,0
0.004241613,0
0.004249167,0
0.004256736,0
0.004264322,0
0.004271923,0
0.00427954,0
0.004287172,0
0.004294821,0
0.004302485,0
0.004310164,0
0.00431786,0
0.004325571,0
0.004333297,0
0.004341039,0
0.004348797,0
0.004356571,0
0.00436436,0
0.004372164,0
0.004379984,0
0.00438782,0
0.004395671,0
0.004403538,0
0.00441142,0
0.004419317,0
0.00442723,0
0.004435159,0
0.004443103,0
0.004451062,0
0.004459037,0
0.004467027,0
0.004475032,0
0.004483053,0
0.004491089,0
0.00449914,0
0.004507207,0
0.004515288,0
0.004523386,0
0.004531498,0
0.004539626,0
0.004547768,0
0.004555926,0
0.0045641,0
0.004572288,0
0.004580491,0
0.00458871,0
0.004596944,0
0.004605193,0
0.004613457,0
0.004621736,0
0.00463003,0
0.004638339,0
0.004646663,0
0.004655002,0
0.004663356,0
0.004671725,0
0.004680109,0
0.004688508,0
0.004696922,0
0.004705351,0
0.004713795,0
0.004722254,0
0.004730727,0
0.004739216,0
0.004747719,0
0.004756237,0
0.00476477,0
0.004773317,0
0.00478188,0
0.004790457,0
0.004799049,0
0.004807656,0
0.004816277,0
0.004824913,0
0.004833564,0
0.004842229,0
0.004850909,0
0.004859604,0
0.004868313,0
0.004877037,0
0.004885776,0
0.004894529,0
0.004903297,0
0.004912079,0
0.004920876,0
0.004929687,0
0.004938513,0
0.004947353,0
0.004956208,0
0.004965078,0
0.004973961,0
0.004982859,0
0.004991772,0
0.005000699,0
0.00500964,0
0.005018596,0
0.005027566,0
0.00503655,0
0.005045549,0
0.005054562,0
0.005063589,0
0.005072631,0
0.005081687,0
0.005090757,0
0.005099841,0
0.00510894,0
0.005118053,0
0.00512718,0
0.005136321,0
0.005145476,0
0.005154645,0
0.005163829,0
0.005173027,0
0.005182238,0
0.005191464,0
0.005200704,0
0.005209958,0
0.005219226,0
0.005228508,0
0.005237804,0
0.005247114,0
0.005256438,0
0.005265776,0
0.005275128,0
0.005284494,0
0.005293874,0
0.005303268,0
0.005312675,0
0.005322097,0
0.005331532,0
0.005340982,0
0.005350445,0
0.005359921,0
0.005369412,0
0.005378917,0
0.005388435,0
0.005397967,0
0.005407513,0
0.005417072,0
0.005426645,0
0.005436232,0
0.005445833,0
0.005455447,0
0.005465075,0
0.005474716,0
0.005484372,0
0.00549404,0
0.005503723,0
0.005513419,0
0.005523128,0
0.005532852,0
0.005542588,0
0.005552338,0
0.005562102,0
0.005571879,0
0.00558167,0
0.005591474,0
0.005601292,0
0.005611123,0
0.005620967,0
0.005630825,0
0.005640697,0
0.005650581,0
0.005660479,0
0.005670391,0
0.005680316,0
0.005690254,0
0.005700205,0
0.00571017,0
0.005720148,0
0.005730139,0
0.005740144,0
0.005750161,0
0.005760192,0
0.005770237,0
0.005780294,0
0.005790365,0
0.005800448,0
0.005810545,0
0.005820655,0
0.005830778,0
0.005840915,0
0.005851064,0
0.005861227,0
0.005871402,0
0.005881591,0
0.005891792,0
0.005902007,0
0.005912235,0
0.005922475,0
0.005932729,0
0.005942996,0
0.005953275,0
0.005963568,0
0.005973873,0
0.005984192,0
0.005994523,0
0.006004867,0
0.006015224,0
0.006025594,0
0.006035977,0
0.006046373,0
0.006056781,0
0.006067202,0
0.006077636,0
0.006088083,0
0.006098543,0
0.006109015,0
0.0061195,0
0.006129998,0
0.006140508,0
0.006151031,0
0.006161567,0
0.006172116,0
0.006182677,0
0.006193251,0
0.006203837,0
0.006214436,0
0.006225048,0
0.006235672,0
0.006246309,0
0.006256958,0
0.00626762,0
0.006278294,0
0.006288981,0
0.006299681,0
0.006310393,0
0.006321117,0
0.006331854,0
0.006342603,0
0.006353365,0
0.006364139,0
0.006374926,0
0.006385725,0
0.006396536,0
0.006407359,0
0.006418195,0
0.006429044,0
0.006439905,0
0.006450778,0
0.006461663,0
0.00647256,0
0.00648347,0
0.006494392,0
0.006505327,0
0.006516273,0
0.006527232,0
0.006538203,0
0.006549186,0
0.006560181,0
0.006571189,0
0.006582208,0
0.00659324,0
0.006604284,0
0.00661534,0
0.006626408,0
0.006637488,0
0.006648581,0
0.006659685,0
0.006670801,0
0.00668193,0
0.00669307,0
0.006704222,0
0.006715387,0
0.006726563,0
0.006737751,0
0.006748951,0
0.006760164,0
0.006771388,0
0.006782624,0
0.006793871,0
0.006805131,0
0.006816403,0
0.006827686,0
0.006838982,0
0.006850289,0
0.006861608,0
0.006872938,0
0.006884281,0
0.006895635,0
0.006907001,0
0.006918379,0
0.006929769,0
0.00694117,0
0.006952583,0
0.006964007,0
0.006975444,0
0.006986892,0
0.006998351,0
0.007009823,0
0.007021306,0
0.0070328,0
0.007044306,0
0.007055824,0
0.007067353,0
0.007078894,0
0.007090447,0
0.007102011,0
0.007113586,0
0.007125173,0
0.007136772,0
0.007148382,0
0.007160003,0
0.007171636,0
0.00718328,0
0.007194936,0
0.007206603,0
0.007218282,0
0.007229972,0
0.007241673,0
0.007253386,0
0.00726511,0
0.007276846,0
0.007288592,0
0.00730035,0
0.00731212,0
0.007323901,0
0.007335693,0
0.007347496,0
0.00735931,0
0.007371136,0
0.007382973,0
0.007394821,0
0.00740668,0
0.007418551,0
0.007430433,0
0.007442326,0
0.00745423,0
0.007466145,0
0.007478071,0
0.007490009,0
0.007501957,0
0.007513917,0
0.007525887,0
0.007537869,0
0.007549862,0
0.007561866,0
0.007573881,0
0.007585906,0
0.007597943,0
0.007609991,0
0.00762205,0
0.00763412,0
0.0076462,0
0.007658292,0
0.007670395,0
0.007682508,0
0.007694633,0
0.007706768,0
0.007718914,0
0.007731071,0
0.007743239,0
0.007755417,0
0.007767607,0
0.007779807,0
0.007792018,0
0.00780424,0
0.007816473,0
0.007828716,0
0.007840971,0
0.007853235,0
0.007865511,0
0.007877797,0
0.007890094,0
0.007902402,0
0.007914721,0
0.00792705,0
0.007939389,0
0.00795174,0
0.007964101,0
0.007976472,0
0.007988854,0
0.008001247,0
0.00801365,0
0.008026064,0
0.008038489,0
0.008050924,0
0.008063369,0
0.008075825,0
0.008088292,0
0.008100769,0
0.008113256,0
0.008125754,0
0.008138263,0
0.008150781,0
0.008163311,0
0.00817585,0
0.0081884,0
0.008200961,0
0.008213532,0
0.008226113,0
0.008238705,0
0.008251306,0
0.008263919,0
0.008276541,0
0.008289174,0
0.008301817,0
0.008314471,0
0.008327134,0
0.008339808,0
0.008352493,0
0.008365187,0
0.008377892,0
0.008390607,0
0.008403332,0
0.008416067,0
0.008428812,0
