sus1 100,sus1 100
0.00141288,0
0.001415611,0
0.001418343,0
0.001421076,0
0.001423809,0
0.001426544,0
0.001429279,0
0.001432015,0
0.001434752,0
0.00143749,0
0.001440229,0
0.001442969,0
0.00144571,0
0.001448452,0
0.001451195,0
0.001453939,0
0.001456684,0
0.001459429,0
0.001462176,0
0.001464924,0
0.001467673,0
0.001470423,0
0.001473174,0
0.001475926,0
0.00147868,0
0.001481434,0
0.001484189,0
0.001486946,0
0.001489704,0
0.001492462,0
0.001495222,0
0.001497983,0
0.001500746,0
0.001503509,0
0.001506274,0
0.00150904,0
0.001511807,0
0.001514575,0
0.001517344,0
0.001520115,0
0.001522887,0
0.00152566,0
0.001528434,0
0.00153121,0
0.001533987,0
0.001536765,0
0.001539545,0
0.001542326,0
0.001545108,0
0.001547892,0
0.001550677,0
0.001553463,0
0.00155625,0
0.001559039,0
0.00156183,0
0.001564621,0
0.001567415,0
0.001570209,0
0.001573005,0
0.001575802,0
0.001578601,0
0.001581402,0
0.001584203,0
0.001587006,0
0.001589811,0
0.001592617,0
0.001595425,0
0.001598234,0
0.001601045,0
0.001603857,0
0.001606671,0
0.001609486,0
0.001612303,0
0.001615121,0
0.001617941,0
0.001620763,0
0.001623586,0
0.00162641,0
0.001629237,0
0.001632065,0
0.001634894,0
0.001637725,0
0.001640558,0
0.001643393,0
0.001646229,0
0.001649067,0
0.001651906,0
0.001654747,0
0.00165759,0
0.001660435,0
0.001663281,0
0.001666129,0
0.001668979,0
0.001671831,0
0.001674684,0
0.001677539,0
0.001680396,0
0.001683255,0
0.001686115,0
0.001688978,0
0.001691842,0
0.001694708,0
0.001697575,0
0.001700445,0
0.001703316,0
0.001706189,0
0.001709065,0
0.001711942,0
0.001714821,0
0.001717701,0
0.001720584,0
0.001723469,0
0.001726355,0
0.001729244,0
0.001732134,0
0.001735026,0
0.001737921,0
0.001740817,0
0.001743715,0
0.001746616,0
0.001749518,0
0.001752422,0
0.001755328,0
0.001758237,0
0.001761147,0
0.001764059,0
0.001766974,0
0.00176989,0
0.001772809,0
0.001775729,0
0.001778652,0
0.001781577,0
0.001784503,0
0.001787432,0
0.001790363,0
0.001793297,0
0.001796232,0
0.00179917,0
0.001802109,0
0.001805051,0
0.001807995,0
0.001810941,0
0.001813889,0
0.00181684,0
0.001819793,0
0.001822748,0
0.001825705,0
0.001828664,0
0.001831626,0
0.00183459,0
0.001837556,0
0.001840524,0
0.001843495,0
0.001846468,0
0.001849443,0
0.001852421,0
0.001855401,0
0.001858383,0
0.001861368,0
0.001864355,0
0.001867344,0
0.001870335,0
0.001873329,0
0.001876326,0
0.001879324,0
0.001882325,0
0.001885329,0
0.001888335,0
0.001891343,0
0.001894354,0
0.001897367,0
0.001900382,0
0.0019034,0
0.001906421,0
0.001909444,0
0.001912469,0
0.001915497,0
0.001918527,0
0.00192156,0
0.001924595,0
0.001927633,0
0.001930673,0
0.001933716,0
0.001936762,0
0.00193981,0
0.00194286,0
0.001945913,0
0.001948969,0
0.001952027,0
0.001955088,0
0.001958151,0
0.001961217,0
0.001964286,0
0.001967357,0
0.001970431,0
0.001973508,0
0.001976587,0
0.001979669,0
0.001982753,0
0.00198584,0
0.00198893,0
0.001992023,0
0.001995118,0
0.001998216,0
0.002001316,0
0.002004419,0
0.002007525,0
0.002010634,0
0.002013746,0
0.00201686,0
0.002019977,0
0.002023097,0
0.002026219,0
0.002029344,0
0.002032473,0
0.002035603,0
0.002038737,0
0.002041874,0
0.002045013,0
0.002048155,0
0.0020513,0
0.002054448,0
0.002057599,0
0.002060752,0
0.002063908,0
0.002067068,0
0.00207023,0
0.002073395,0
0.002076563,0
0.002079734,0
0.002082908,0
0.002086084,0
0.002089264,0
0.002092446,0
0.002095632,0
0.00209882,0
0.002102012,0
0.002105206,0
0.002108403,0
0.002111604,0
0.002114807,0
0.002118013,0
0.002121223,0
0.002124435,0
0.00212765,0
0.002130869,0
0.00213409,0
0.002137315,0
0.002140542,0
0.002143773,0
0.002147006,0
0.002150243,0
0.002153483,0
0.002156726,0
0.002159972,0
0.002163221,0
0.002166473,0
0.002169728,0
0.002172987,0
0.002176248,0
0.002179513,0
0.002182781,0
0.002186052,0
0.002189326,0
0.002192603,0
0.002195884,0
0.002199168,0
0.002202455,0
0.002205745,0
0.002209038,0
0.002212335,0
0.002215634,0
0.002218937,0
0.002222244,0
0.002225553,0
0.002228866,0
0.002232182,0
0.002235501,0
0.002238824,0
0.00224215,0
0.002245479,0
0.002248811,0
0.002252147,0
0.002255486,0
0.002258828,0
0.002262174,0
0.002265523,0
0.002268875,0
0.002272231,0
0.00227559,0
0.002278952,0
0.002282318,0
0.002285687,0
0.00228906,0
0.002292436,0
0.002295815,0
0.002299198,0
0.002302584,0
0.002305974,0
0.002309367,0
0.002312763,0
0.002316163,0
0.002319566,0
0.002322973,0
0.002326383,0
0.002329797,0
0.002333214,0
0.002336635,0
0.002340059,0
0.002343487,0
0.002346918,0
0.002350353,0
0.002353791,0
0.002357233,0
0.002360678,0
0.002364127,0
0.002367579,0
0.002371035,0
0.002374494,0
0.002377957,0
0.002381424,0
0.002384894,0
0.002388368,0
0.002391845,0
0.002395326,0
0.002398811,0
0.002402299,0
0.002405791,0
0.002409286,0
0.002412785,0
0.002416288,0
0.002419794,0
0.002423304,0
0.002426818,0
0.002430335,0
0.002433856,0
0.002437381,0
0.002440909,0
0.002444441,0
0.002447977,0
0.002451517,0
0.00245506,0
0.002458607,0
0.002462158,0
0.002465712,0
0.00246927,0
0.002472832,0
0.002476398,0
0.002479967,0
0.00248354,0
0.002487117,0
0.002490698,0
0.002494283,0
0.002497871,0
0.002501463,0
0.002505059,0
0.002508659,0
0.002512263,0
0.00251587,0
0.002519481,0
0.002523096,0
0.002526715,0
0.002530338,0
0.002533965,0
0.002537596,0
0.00254123,0
0.002544868,0
0.00254851,0
0.002552157,0
0.002555807,0
0.002559461,0
0.002563118,0
0.00256678,0
0.002570446,0
0.002574115,0
0.002577789,0
0.002581466,0
0.002585148,0
0.002588833,0
0.002592523,0
0.002596216,0
0.002599913,0
0.002603615,0
0.00260732,0
0.002611029,0
0.002614743,0
0.00261846,0
0.002622181,0
0.002625907,0
0.002629636,0
0.002633369,0
0.002637107,0
0.002640848,0
0.002644594,0
0.002648344,0
0.002652097,0
0.002655855,0
0.002659617,0
0.002663383,0
0.002667153,0
0.002670927,0
0.002674705,0
0.002678488,0
0.002682274,0
0.002686065,0
0.002689859,0
0.002693658,0
0.002697461,0
0.002701268,0
0.00270508,0
0.002708895,0
0.002712715,0
0.002716539,0
0.002720367,0
0.002724199,0
0.002728035,0
0.002731876,0
0.00273572,0
0.002739569,0
0.002743422,0
0.00274728,0
0.002751141,0
0.002755007,0
0.002758877,0
0.002762752,0
0.00276663,0
0.002770513,0
0.0027744,0
0.002778292,0
0.002782187,0
0.002786087,0
0.002789991,0
0.0027939,0
0.002797813,0
0.00280173,0
0.002805651,0
0.002809577,0
0.002813507,0
0.002817441,0
0.00282138,0
0.002825323,0
0.002829271,0
0.002833222,0
0.002837179,0
0.002841139,0
0.002845104,0
0.002849073,0
0.002853047,0
0.002857025,0
0.002861007,0
0.002864994,0
0.002868985,0
0.002872981,0
0.002876981,0
0.002880985,0
0.002884994,0
0.002889007,0
0.002893025,0
0.002897047,0
0.002901074,0
0.002905105,0
0.00290914,0
0.00291318,0
0.002917225,0
0.002921274,0
0.002925327,0
0.002929385,0
0.002933448,0
0.002937515,0
0.002941586,0
0.002945662,0
0.002949743,0
0.002953828,0
0.002957917,0
0.002962011,0
0.00296611,0
0.002970213,0
0.002974321,0
0.002978433,0
0.00298255,0
0.002986671,0
0.002990797,0
0.002994928,0
0.002999063,0
0.003003202,0
0.003007347,0
0.003011496,0
0.003015649,0
0.003019807,0
0.00302397,0
0.003028137,0
0.003032309,0
0.003036486,0
0.003040667,0
0.003044853,0
0.003049044,0
0.003053239,0
0.003057439,0
0.003061643,0
0.003065853,0
0.003070067,0
0.003074285,0
0.003078508,0
0.003082736,0
0.003086969,0
0.003091206,0
0.003095448,0
0.003099695,0
0.003103947,0
0.003108203,0
0.003112464,0
0.00311673,0
0.003121,0
0.003125275,0
0.003129555,0
0.00313384,0
0.003138129,0
0.003142424,0
0.003146723,0
0.003151027,0
0.003155335,0
0.003159648,0
0.003163967,0
0.00316829,0
0.003172617,0
0.00317695,0
0.003181287,0
0.00318563,0
0.003189977,0
0.003194328,0
0.003198685,0
0.003203047,0
0.003207413,0
0.003211784,0
0.00321616,0
0.003220541,0
0.003224927,0
0.003229318,0
0.003233713,0
0.003238114,0
0.003242519,0
0.003246929,0
0.003251345,0
0.003255765,0
0.00326019,0
0.003264619,0
0.003269054,0
0.003273494,0
0.003277938,0
0.003282388,0
0.003286842,0
0.003291302,0
0.003295766,0
0.003300236,0
0.00330471,0
0.003309189,0
0.003313673,0
0.003318163,0
0.003322657,0
0.003327156,0
0.00333166,0
0.003336169,0
0.003340683,0
0.003345202,0
0.003349727,0
0.003354256,0
0.00335879,0
0.003363329,0
0.003367873,0
0.003372423,0
0.003376977,0
0.003381536,0
0.0033861,0
0.00339067,0
0.003395244,0
0.003399824,0
0.003404409,0
0.003408998,0
0.003413593,0
0.003418193,0
0.003422798,0
0.003427408,0
0.003432023,0
0.003436643,0
0.003441268,0
0.003445899,0
0.003450534,0
0.003455175,0
0.003459821,0
0.003464471,0
0.003469128,0
0.003473789,0
0.003478455,0
0.003483126,0
0.003487803,0
0.003492485,0
0.003497172,0
0.003501864,0
0.003506561,0
0.003511263,0
0.003515971,0
0.003520684,0
0.003525402,0
0.003530125,0
0.003534853,0
0.003539587,0
0.003544326,0
0.00354907,0
0.003553819,0
0.003558573,0
0.003563333,0
0.003568098,0
0.003572868,0
0.003577643,0
0.003582424,0
0.00358721,0
0.003592001,0
0.003596797,0
0.003601599,0
0.003606406,0
0.003611218,0
0.003616035,0
0.003620858,0
0.003625686,0
0.003630519,0
0.003635358,0
0.003640202,0
0.003645051,0
0.003649905,0
0.003654765,0
0.00365963,0
0.003664501,0
0.003669376,0
0.003674257,0
0.003679144,0
0.003684036,0
0.003688933,0
0.003693835,0
0.003698743,0
0.003703656,0
0.003708575,0
0.003713498,0
0.003718428,0
0.003723362,0
0.003728302,0
0.003733248,0
0.003738198,0
0.003743155,0
0.003748116,0
0.003753083,0
0.003758055,0
0.003763033,0
0.003768016,0
0.003773005,0
0.003777999,0
0.003782998,0
0.003788003,0
0.003793013,0
0.003798029,0
0.00380305,0
0.003808077,0
0.003813109,0
0.003818146,0
0.003823189,0
0.003828238,0
0.003833292,0
0.003838351,0
0.003843416,0
0.003848486,0
0.003853562,0
0.003858643,0
0.00386373,0
0.003868823,0
0.00387392,0
0.003879024,0
0.003884132,0
0.003889247,0
0.003894367,0
0.003899492,0
0.003904623,0
0.003909759,0
0.003914901,0
0.003920049,0
0.003925202,0
0.00393036,0
0.003935524,0
0.003940694,0
0.003945869,0
0.00395105,0
0.003956237,0
0.003961428,0
0.003966626,0
0.003971829,0
0.003977038,0
0.003982252,0
0.003987472,0
0.003992697,0
0.003997928,0
0.004003165,0
0.004008407,0
0.004013655,0
0.004018909,0
0.004024168,0
0.004029432,0
0.004034703,0
0.004039979,0
0.00404526,0
0.004050548,0
0.004055841,0
0.004061139,0
0.004066443,0
0.004071753,0
0.004077069,0
0.00408239,0
0.004087717,0
0.004093049,0
0.004098387,0
0.004103731,0
0.004109081,0
0.004114436,0
0.004119797,0
0.004125163,0
0.004130536,0
0.004135914,0
0.004141297,0
0.004146687,0
0.004152082,0
0.004157483,0
0.004162889,0
0.004168302,0
0.00417372,0
0.004179143,0
0.004184573,0
0.004190008,0
0.004195449,0
0.004200896,0
0.004206348,0
0.004211806,0
0.00421727,0
0.00422274,0
0.004228216,0
0.004233697,0
0.004239184,0
0.004244677,0
0.004250175,0
0.00425568,0
0.00426119,0
0.004266706,0
0.004272228,0
0.004277755,0
0.004283289,0
0.004288828,0
0.004294373,0
0.004299924,0
0.00430548,0
0.004311043,0
0.004316611,0
0.004322185,0
0.004327765,0
0.004333351,0
0.004338942,0
0.00434454,0
0.004350143,0
0.004355752,0
0.004361367,0
0.004366988,0
0.004372615,0
0.004378247,0
0.004383886,0
0.00438953,0
0.00439518,0
0.004400836,0
0.004406498,0
0.004412166,0
0.00441784,0
0.004423519,0
0.004429205,0
0.004434896,0
0.004440593,0
0.004446297,0
0.004452006,0
0.004457721,0
0.004463442,0
0.004469169,0
0.004474901,0
0.00448064,0
0.004486385,0
0.004492135,0
0.004497892,0
0.004503654,0
0.004509423,0
0.004515197,0
0.004520978,0
0.004526764,0
0.004532556,0
0.004538354,0
0.004544158,0
0.004549969,0
0.004555785,0
0.004561607,0
0.004567435,0
0.004573269,0
0.004579109,0
0.004584955,0
0.004590807,0
0.004596665,0
0.004602529,0
0.004608399,0
0.004614275,0
0.004620157,0
0.004626045,0
0.004631939,0
0.004637839,0
0.004643745,0
0.004649658,0
0.004655576,0
0.0046615,0
0.00466743,0
0.004673366,0
0.004679309,0
0.004685257,0
0.004691212,0
0.004697172,0
0.004703139,0
0.004709111,0
0.00471509,0
0.004721075,0
0.004727065,0
0.004733062,0
0.004739065,0
0.004745074,0
0.004751089,0
0.00475711,0
0.004763138,0
0.004769171,0
0.004775211,0
0.004781256,0
0.004787308,0
0.004793366,0
0.004799429,0
0.004805499,0
0.004811575,0
0.004817658,0
0.004823746,0
0.00482984,0
0.004835941,0
0.004842048,0
0.004848161,0
0.00485428,0
0.004860405,0
0.004866536,0
0.004872673,0
0.004878817,0
0.004884967,0
0.004891123,0
0.004897285,0
0.004903453,0
0.004909627,0
0.004915808,0
0.004921994,0
0.004928187,0
0.004934386,0
0.004940592,0
0.004946803,0
0.004953021,0
0.004959244,0
0.004965474,0
0.00497171,0
0.004977953,0
0.004984201,0
0.004990456,0
0.004996717,0
0.005002984,0
0.005009258,0
0.005015537,0
0.005021823,0
0.005028115,0
0.005034414,0
0.005040718,0
0.005047029,0
0.005053346,0
0.005059669,0
0.005065998,0
0.005072334,0
0.005078676,0
0.005085024,0
0.005091379,0
0.005097739,0
0.005104106,0
0.00511048,0
0.005116859,0
0.005123245,0
0.005129637,0
0.005136035,0
0.00514244,0
0.005148851,0
0.005155268,0
0.005161691,0
0.005168121,0
0.005174557,0
0.005180999,0
0.005187448,0
0.005193903,0
0.005200364,0
0.005206831,0
0.005213305,0
0.005219785,0
0.005226272,0
0.005232764,0
0.005239263,0
0.005245769,0
0.00525228,0
0.005258798,0
0.005265323,0
0.005271853,0
0.00527839,0
0.005284934,0
0.005291484,0
0.00529804,0
0.005304602,0
0.005311171,0
0.005317746,0
0.005324327,0
0.005330915,0
0.005337509,0
0.00534411,0
0.005350717,0
0.00535733,0
0.005363949,0
0.005370575,0
0.005377208,0
0.005383847,0
0.005390492,0
0.005397143,0
0.005403801,0
0.005410465,0
0.005417136,0
0.005423813,0
0.005430497,0
0.005437187,0
0.005443883,0
0.005450586,0
0.005457295,0
0.00546401,0
0.005470732,0
0.00547746,0
0.005484195,0
0.005490936,0
0.005497684,0
0.005504438,0
0.005511199,0
0.005517965,0
0.005524739,0
0.005531519,0
0.005538305,0
0.005545097,0
0.005551897,0
0.005558702,0
0.005565514,0
0.005572333,0
0.005579157,0
0.005585989,0
0.005592827,0
0.005599671,0
0.005606522,0
0.005613379,0
0.005620243,0
0.005627113,0
0.00563399,0
0.005640873,0
0.005647762,0
0.005654658,0
0.005661561,0
0.00566847,0
0.005675386,0
0.005682308,0
0.005689236,0
0.005696171,0
0.005703113,0
0.005710061,0
0.005717015,0
0.005723977,0
0.005730944,0
0.005737918,0
0.005744899,0
0.005751886,0
0.00575888,0
0.00576588,0
0.005772887,0
0.0057799,0
0.00578692,0
0.005793946,0
0.005800979,0
0.005808018,0
0.005815064,0
0.005822117,0
0.005829176,0
0.005836241,0
0.005843313,0
0.005850392,0
0.005857477,0
0.005864569,0
0.005871667,0
0.005878772,0
0.005885884,0
0.005893002,0
0.005900126,0
0.005907258,0
0.005914395,0
0.00592154,0
0.005928691,0
0.005935848,0
0.005943012,0
0.005950183,0
0.00595736,0
0.005964544,0
0.005971734,0
0.005978931,0
0.005986135,0
0.005993345,0
0.006000562,0
0.006007786,0
0.006015016,0
0.006022252,0
0.006029496,0
0.006036745,0
0.006044002,0
0.006051265,0
0.006058535,0
0.006065811,0
0.006073094,0
0.006080384,0
0.00608768,0
0.006094983,0
0.006102293,0
0.006109609,0
0.006116932,0
0.006124261,0
0.006131597,0
0.00613894,0
0.006146289,0
0.006153645,0
0.006161008,0
0.006168377,0
0.006175753,0
0.006183136,0
0.006190525,0
0.006197921,0
0.006205324,0
0.006212733,0
0.006220149,0
0.006227572,0
0.006235001,0
0.006242437,0
0.00624988,0
0.006257329,0
0.006264785,0
0.006272248,0
0.006279718,0
0.006287194,0
0.006294676,0
0.006302166,0
0.006309662,0
0.006317165,0
0.006324675,0
0.006332191,0
0.006339714,0
0.006347244,0
0.00635478,0
0.006362323,0
0.006369873,0
0.00637743,0
0.006384993,0
0.006392563,0
0.00640014,0
0.006407723,0
0.006415313,0
0.00642291,0
0.006430514,0
0.006438124,0
0.006445741,0
0.006453365,0
0.006460996,0
0.006468633,0
0.006476277,0
