hpa2 100,hpa2 100
0.001791401,0
0.001792557,0
0.001793719,0
0.001794887,0
0.00179606,0
0.00179724,0
0.001798425,0
0.001799616,0
0.001800814,0
0.001802017,0
0.001803226,0
0.001804442,0
0.001805663,0
0.001806891,0
0.001808125,0
0.001809364,0
0.001810611,0
0.001811863,0
0.001813121,0
0.001814386,0
0.001815657,0
0.001816935,0
0.001818219,0
0.001819509,0
0.001820805,0
0.001822109,0
0.001823418,0
0.001824734,0
0.001826057,0
0.001827386,0
0.001828721,0
0.001830064,0
0.001831412,0
0.001832768,0
0.00183413,0
0.001835499,0
0.001836875,0
0.001838257,0
0.001839647,0
0.001841043,0
0.001842446,0
0.001843855,0
0.001845272,0
0.001846696,0
0.001848126,0
0.001849564,0
0.001851008,0
0.00185246,0
0.001853918,0
0.001855384,0
0.001856857,0
0.001858337,0
0.001859824,0
0.001861318,0
0.00186282,0
0.001864328,0
0.001865844,0
0.001867368,0
0.001868898,0
0.001870436,0
0.001871982,0
0.001873534,0
0.001875094,0
0.001876662,0
0.001878237,0
0.00187982,0
0.00188141,0
0.001883007,0
0.001884613,0
0.001886225,0
0.001887846,0
0.001889474,0
0.00189111,0
0.001892753,0
0.001894404,0
0.001896063,0
0.00189773,0
0.001899405,0
0.001901087,0
0.001902777,0
0.001904475,0
0.001906181,0
0.001907895,0
0.001909617,0
0.001911347,0
0.001913085,0
0.001914831,0
0.001916585,0
0.001918347,0
0.001920117,0
0.001921895,0
0.001923682,0
0.001925476,0
0.001927279,0
0.00192909,0
0.001930909,0
0.001932737,0
0.001934573,0
0.001936417,0
0.001938269,0
0.00194013,0
0.001941999,0
0.001943877,0
0.001945763,0
0.001947658,0
0.001949561,0
0.001951473,0
0.001953393,0
0.001955322,0
0.001957259,0
0.001959205,0
0.001961159,0
0.001963123,0
0.001965095,0
0.001967075,0
0.001969065,0
0.001971063,0
0.00197307,0
0.001975085,0
0.00197711,0
0.001979143,0
0.001981186,0
0.001983237,0
0.001985297,0
0.001987366,0
0.001989444,0
0.001991531,0
0.001993627,0
0.001995732,0
0.001997846,0
0.001999969,0
0.002002102,0
0.002004243,0
0.002006394,0
0.002008553,0
0.002010722,0
0.0020129,0
0.002015088,0
0.002017285,0
0.002019491,0
0.002021706,0
0.002023931,0
0.002026165,0
0.002028408,0
0.002030661,0
0.002032923,0
0.002035195,0
0.002037476,0
0.002039766,0
0.002042067,0
0.002044376,0
0.002046696,0
0.002049024,0
0.002051363,0
0.002053711,0
0.002056069,0
0.002058436,0
0.002060813,0
0.0020632,0
0.002065597,0
0.002068003,0
0.002070419,0
0.002072845,0
0.002075281,0
0.002077726,0
0.002080182,0
0.002082647,0
0.002085122,0
0.002087608,0
0.002090103,0
0.002092608,0
0.002095123,0
0.002097648,0
0.002100184,0
0.002102729,0
0.002105284,0
0.00210785,0
0.002110425,0
0.002113011,0
0.002115607,0
0.002118213,0
0.00212083,0
0.002123456,0
0.002126093,0
0.00212874,0
0.002131398,0
0.002134066,0
0.002136744,0
0.002139432,0
0.002142131,0
0.002144841,0
0.00214756,0
0.00215029,0
0.002153031,0
0.002155782,0
0.002158544,0
0.002161316,0
0.002164099,0
0.002166892,0
0.002169696,0
0.002172511,0
0.002175336,0
0.002178172,0
0.002181018,0
0.002183875,0
0.002186743,0
0.002189622,0
0.002192511,0
0.002195411,0
0.002198322,0
0.002201244,0
0.002204177,0
0.00220712,0
0.002210075,0
0.00221304,0
0.002216016,0
0.002219003,0
0.002222002,0
0.002225011,0
0.002228031,0
0.002231062,0
0.002234104,0
0.002237157,0
0.002240222,0
0.002243297,0
0.002246384,0
0.002249481,0
0.00225259,0
0.00225571,0
0.002258841,0
0.002261984,0
0.002265137,0
0.002268302,0
0.002271479,0
0.002274666,0
0.002277865,0
0.002281075,0
0.002284296,0
0.002287529,0
0.002290774,0
0.002294029,0
0.002297296,0
0.002300575,0
0.002303865,0
0.002307167,0
0.00231048,0
0.002313804,0
0.00231714,0
0.002320488,0
0.002323847,0
0.002327218,0
0.002330601,0
0.002333995,0
0.0023374,0
0.002340818,0
0.002344247,0
0.002347688,0
0.002351141,0
0.002354605,0
0.002358081,0
0.002361569,0
0.002365069,0
0.00236858,0
0.002372104,0
0.002375639,0
0.002379186,0
0.002382745,0
0.002386316,0
0.002389899,0
0.002393494,0
0.002397101,0
0.00240072,0
0.002404351,0
0.002407993,0
0.002411648,0
0.002415315,0
0.002418994,0
0.002422686,0
0.002426389,0
0.002430104,0
0.002433832,0
0.002437572,0
0.002441324,0
0.002445088,0
0.002448864,0
0.002452653,0
0.002456454,0
0.002460267,0
0.002464092,0
0.00246793,0
0.00247178,0
0.002475643,0
0.002479518,0
0.002483405,0
0.002487304,0
0.002491216,0
0.002495141,0
0.002499078,0
0.002503027,0
0.002506989,0
0.002510964,0
0.00251495,0
0.00251895,0
0.002522962,0
0.002526987,0
0.002531024,0
0.002535073,0
0.002539136,0
0.002543211,0
0.002547299,0
0.002551399,0
0.002555512,0
0.002559638,0
0.002563777,0
0.002567928,0
0.002572092,0
0.002576269,0
0.002580458,0
0.002584661,0
0.002588876,0
0.002593104,0
0.002597345,0
0.002601599,0
0.002605866,0
0.002610145,0
0.002614438,0
0.002618743,0
0.002623062,0
0.002627393,0
0.002631738,0
0.002636095,0
0.002640465,0
0.002644849,0
0.002649246,0
0.002653655,0
0.002658078,0
0.002662514,0
0.002666963,0
0.002671425,0
0.0026759,0
0.002680389,0
0.00268489,0
0.002689405,0
0.002693933,0
0.002698474,0
0.002703029,0
0.002707596,0
0.002712178,0
0.002716772,0
0.00272138,0
0.002726001,0
0.002730635,0
0.002735283,0
0.002739944,0
0.002744618,0
0.002749306,0
0.002754007,0
0.002758722,0
0.00276345,0
0.002768192,0
0.002772947,0
0.002777716,0
0.002782498,0
0.002787293,0
0.002792103,0
0.002796925,0
0.002801762,0
0.002806612,0
0.002811475,0
0.002816352,0
0.002821243,0
0.002826148,0
0.002831066,0
0.002835998,0
0.002840943,0
0.002845902,0
0.002850875,0
0.002855862,0
0.002860862,0
0.002865877,0
0.002870905,0
0.002875946,0
0.002881002,0
0.002886071,0
0.002891155,0
0.002896252,0
0.002901363,0
0.002906488,0
0.002911626,0
0.002916779,0
0.002921946,0
0.002927126,0
0.002932321,0
0.002937529,0
0.002942752,0
0.002947988,0
0.002953239,0
0.002958503,0
0.002963782,0
0.002969075,0
0.002974381,0
0.002979702,0
0.002985037,0
0.002990386,0
0.002995749,0
0.003001126,0
0.003006518,0
0.003011923,0
0.003017343,0
0.003022777,0
0.003028226,0
0.003033688,0
0.003039165,0
