btt1 100,btt 100
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2.45E-13,2.38E-13
7.21E-12,7.26E-12
4.72E-11,4.82E-11
1.69E-10,1.74E-10
4.42E-10,4.56E-10
9.53E-10,9.84E-10
1.80E-09,1.86E-09
3.10E-09,3.22E-09
4.99E-09,5.17E-09
7.58E-09,7.86E-09
1.10E-08,1.15E-08
1.55E-08,1.61E-08
2.11E-08,2.19E-08
2.80E-08,2.91E-08
3.64E-08,3.79E-08
4.65E-08,4.83E-08
5.83E-08,6.07E-08
7.22E-08,7.51E-08
8.81E-08,9.17E-08
1.06E-07,1.11E-07
1.27E-07,1.32E-07
1.50E-07,1.57E-07
1.77E-07,1.84E-07
2.06E-07,2.14E-07
2.38E-07,2.48E-07
2.73E-07,2.85E-07
3.12E-07,3.25E-07
3.55E-07,3.70E-07
4.01E-07,4.18E-07
4.51E-07,4.70E-07
5.05E-07,5.26E-07
5.63E-07,5.87E-07
6.25E-07,6.52E-07
6.92E-07,7.21E-07
7.63E-07,7.96E-07
8.39E-07,8.75E-07
9.20E-07,9.59E-07
1.01E-06,1.05E-06
1.10E-06,1.14E-06
1.19E-06,1.24E-06
1.29E-06,1.35E-06
1.40E-06,1.46E-06
1.51E-06,1.57E-06
1.63E-06,1.70E-06
1.75E-06,1.82E-06
1.88E-06,1.96E-06
2.01E-06,2.10E-06
2.15E-06,2.24E-06
2.30E-06,2.40E-06
2.45E-06,2.55E-06
2.61E-06,2.72E-06
2.77E-06,2.89E-06
2.94E-06,3.07E-06
3.12E-06,3.25E-06
3.30E-06,3.44E-06
3.49E-06,3.64E-06
3.68E-06,3.84E-06
3.88E-06,4.05E-06
4.09E-06,4.27E-06
4.31E-06,4.49E-06
4.53E-06,4.72E-06
4.75E-06,4.96E-06
4.99E-06,5.20E-06
5.23E-06,5.46E-06
5.48E-06,5.71E-06
5.73E-06,5.98E-06
6.00E-06,6.25E-06
6.26E-06,6.53E-06
6.54E-06,6.82E-06
6.83E-06,7.12E-06
7.12E-06,7.42E-06
7.42E-06,7.74E-06
7.72E-06,8.06E-06
8.04E-06,8.39E-06
8.37E-06,8.73E-06
8.70E-06,9.07E-06
9.04E-06,9.43E-06
9.39E-06,9.80E-06
9.75E-06,1.02E-05
1.01E-05,1.06E-05
1.05E-05,1.10E-05
1.09E-05,1.14E-05
1.13E-05,1.18E-05
1.17E-05,1.22E-05
1.21E-05,1.26E-05
1.25E-05,1.31E-05
1.30E-05,1.35E-05
1.34E-05,1.40E-05
1.39E-05,1.45E-05
1.43E-05,1.50E-05
1.48E-05,1.55E-05
1.53E-05,1.60E-05
1.58E-05,1.65E-05
1.63E-05,1.70E-05
1.69E-05,1.76E-05
1.74E-05,1.82E-05
1.79E-05,1.87E-05
1.85E-05,1.93E-05
1.91E-05,1.99E-05
1.97E-05,2.05E-05
2.03E-05,2.11E-05
2.09E-05,2.18E-05
2.15E-05,2.24E-05
2.21E-05,2.31E-05
2.28E-05,2.37E-05
2.34E-05,2.44E-05
2.41E-05,2.51E-05
2.48E-05,2.58E-05
2.54E-05,2.65E-05
2.61E-05,2.73E-05
2.69E-05,2.80E-05
2.76E-05,2.88E-05
2.83E-05,2.96E-05
2.91E-05,3.04E-05
2.99E-05,3.12E-05
3.06E-05,3.20E-05
3.14E-05,3.28E-05
3.22E-05,3.36E-05
3.30E-05,3.45E-05
3.39E-05,3.53E-05
3.47E-05,3.62E-05
3.56E-05,3.71E-05
3.64E-05,3.80E-05
3.73E-05,3.89E-05
3.82E-05,3.99E-05
3.91E-05,4.08E-05
4.00E-05,4.18E-05
4.10E-05,4.27E-05
4.19E-05,4.37E-05
4.29E-05,4.47E-05
4.38E-05,4.57E-05
4.48E-05,4.68E-05
4.58E-05,4.78E-05
4.68E-05,4.89E-05
4.79E-05,4.99E-05
4.89E-05,5.10E-05
5.00E-05,5.21E-05
5.10E-05,5.32E-05
5.21E-05,5.44E-05
5.32E-05,5.55E-05
5.43E-05,5.67E-05
5.54E-05,5.79E-05
5.66E-05,5.90E-05
5.77E-05,6.03E-05
5.89E-05,6.15E-05
6.01E-05,6.27E-05
6.13E-05,6.40E-05
6.25E-05,6.52E-05
6.38E-05,6.65E-05
6.50E-05,6.78E-05
6.63E-05,6.92E-05
6.75E-05,7.05E-05
6.88E-05,7.18E-05
7.02E-05,7.32E-05
7.15E-05,7.46E-05
7.28E-05,7.60E-05
7.42E-05,7.74E-05
7.56E-05,7.89E-05
7.70E-05,8.03E-05
7.84E-05,8.18E-05
7.98E-05,8.33E-05
8.12E-05,8.48E-05
8.27E-05,8.63E-05
8.42E-05,8.78E-05
8.57E-05,8.94E-05
8.72E-05,9.10E-05
8.87E-05,9.26E-05
9.02E-05,9.42E-05
9.18E-05,9.58E-05
9.34E-05,9.74E-05
9.50E-05,9.91E-05
9.66E-05,0.000100773
9.82E-05,0.000102467
9.98E-05,0.000104178
0.000101482,0.000105907
0.000103155,0.000107652
0.000104844,0.000109415
0.000106549,0.000111195
0.000108271,0.000112992
0.000110009,0.000114806
0.000111763,0.000116637
0.000113534,0.000118486
0.000115321,0.000120351
0.000117125,0.000122233
0.000118944,0.000124132
0.00012078,0.000126048
0.000122633,0.000127982
0.000124501,0.000129932
0.000126387,0.0001319
0.000128289,0.000133885
0.000130208,0.000135888
0.000132143,0.000137908
0.000134096,0.000139946
0.000136065,0.000142002
0.000138052,0.000144075
0.000140056,0.000146167
0.000142077,0.000148276
0.000144115,0.000150404
0.000146171,0.00015255
0.000148245,0.000154714
0.000150336,0.000156897
0.000152445,0.000159098
0.000154572,0.000161318
0.000156717,0.000163556
0.000158879,0.000165814
0.00016106,0.00016809
0.000163259,0.000170385
0.000165476,0.000172699
0.000167712,0.000175032
0.000169966,0.000177385
0.000172238,0.000179756
0.000174529,0.000182147
0.000176838,0.000184557
0.000179166,0.000186987
0.000181512,0.000189436
0.000183877,0.000191904
0.00018626,0.000194392
0.000188662,0.000196899
0.000191083,0.000199426
0.000193523,0.000201972
0.000195981,0.000204538
0.000198458,0.000207123
0.000200953,0.000209728
0.000203468,0.000212352
0.000206001,0.000214996
0.000208552,0.000217659
0.000211123,0.000220342
0.000213712,0.000223044
0.00021632,0.000225766
0.000218946,0.000228507
0.000221591,0.000231268
0.000224254,0.000234048
0.000226936,0.000236847
0.000229637,0.000239666
0.000232356,0.000242504
0.000235093,0.000245361
0.000237849,0.000248237
0.000240623,0.000251133
0.000243415,0.000254047
0.000246226,0.000256981
0.000249054,0.000259933
0.000251901,0.000262905
0.000254766,0.000265895
0.000257649,0.000268904
0.00026055,0.000271932
0.000263469,0.000274978
0.000266406,0.000278044
0.000269361,0.000281129
0.000272334,0.000284232
0.000275326,0.000287355
0.000278336,0.000290497
0.000281364,0.000293658
0.000284411,0.000296838
0.000287477,0.000300037
0.000290561,0.000303256
0.000293663,0.000306495
0.000296785,0.000309753
0.000299925,0.00031303
0.000303084,0.000316328
0.000306262,0.000319645
0.000309459,0.000322982
0.000312675,0.000326339
0.000315911,0.000329716
0.000319165,0.000333113
0.000322439,0.00033653
0.000325733,0.000339968
0.000329045,0.000343426
0.000332378,0.000346904
0.000335729,0.000350402
0.0003391,0.000353921
0.000342491,0.00035746
0.000345901,0.000361019
0.000349331,0.0003646
0.000352781,0.0003682
0.00035625,0.000371821
0.000359739,0.000375463
0.000363248,0.000379125
0.000366776,0.000382808
0.000370324,0.000386511
0.000373892,0.000390235
0.000377479,0.000393979
0.000381086,0.000397744
0.000384713,0.00040153
0.000388359,0.000405336
0.000392025,0.000409162
0.000395711,0.000413009
0.000399416,0.000416877
0.00040314,0.000420764
0.000406885,0.000424672
0.000410648,0.000428601
0.000414431,0.000432549
0.000418233,0.000436518
0.000422055,0.000440507
0.000425896,0.000444516
0.000429756,0.000448545
0.000433635,0.000452595
0.000437534,0.000456664
0.000441451,0.000460753
0.000445388,0.000464861
0.000449343,0.00046899
0.000453317,0.000473138
0.00045731,0.000477306
0.000461321,0.000481493
0.000465352,0.0004857
0.0004694,0.000489926
0.000473468,0.000494171
0.000477554,0.000498437
0.000481659,0.000502721
0.000485783,0.000507025
0.000489925,0.000511349
0.000494086,0.000515693
0.000498267,0.000520056
0.000502466,0.000524439
0.000506684,0.000528842
0.000510921,0.000533265
0.000515178,0.000537708
0.000519453,0.000542171
0.000523748,0.000546654
0.000528062,0.000551157
0.000532396,0.00055568
0.000536749,0.000560224
0.000541121,0.000564788
0.000545514,0.000569372
0.000549925,0.000573977
0.000554357,0.000578602
0.000558808,0.000583248
0.000563278,0.000587915
0.000567769,0.000592602
0.000572279,0.00059731
0.000576809,0.000602039
0.00058136,0.000606788
0.000585929,0.000611558
0.000590519,0.000616349
0.000595129,0.000621161
0.000599759,0.000625993
0.000604408,0.000630846
0.000609078,0.00063572
0.000613767,0.000640615
0.000618476,0.00064553
0.000623205,0.000650467
0.000627954,0.000655424
0.000632723,0.000660402
0.000637512,0.0006654
0.000642321,0.000670419
0.000647149,0.000675459
0.000651997,0.000680519
0.000656865,0.0006856
0.000661752,0.000690702
0.000666659,0.000695824
0.000671585,0.000700966
0.000676532,0.000706129
0.000681497,0.000711312
0.000686482,0.000716515
0.000691486,0.000721739
0.00069651,0.000726982
0.000701553,0.000732246
0.000706614,0.000737529
0.000711695,0.000742833
0.000716795,0.000748156
0.000721914,0.000753499
0.000727052,0.000758862
0.000732208,0.000764244
0.000737383,0.000769646
0.000742577,0.000775068
0.00074779,0.000780509
0.000753021,0.000785969
0.000758271,0.000791449
0.000763539,0.000796948
0.000768826,0.000802467
0.000774132,0.000808005
0.000779457,0.000813563
0.000784801,0.000819141
0.000790163,0.000824738
0.000795544,0.000830355
0.000800945,0.000835992
0.000806364,0.000841649
0.000811803,0.000847326
0.00081726,0.000853023
0.000822737,0.00085874
0.000828234,0.000864477
0.000833749,0.000870234
0.000839284,0.000876011
0.000844838,0.000881809
0.000850412,0.000887627
0.000856006,0.000893465
0.000861618,0.000899324
0.000867251,0.000905203
0.000872903,0.000911103
0.000878575,0.000917023
0.000884266,0.000922964
0.000889977,0.000928925
0.000895708,0.000934907
0.000901458,0.00094091
0.000907228,0.000946933
0.000913018,0.000952976
0.000918828,0.00095904
0.000924657,0.000965125
0.000930506,0.00097123
0.000936375,0.000977356
0.000942263,0.000983502
0.000948171,0.000989669
0.000954099,0.000995857
0.000960046,0.001002064
0.000966013,0.001008293
0.000971999,0.001014541
0.000978005,0.00102081
0.00098403,0.001027099
0.000990075,0.001033409
0.000996139,0.001039739
0.001002222,0.001046088
0.001008325,0.001052458
0.001014446,0.001058848
0.001020587,0.001065258
0.001026747,0.001071688
0.001032926,0.001078137
0.001039123,0.001084607
0.00104534,0.001091096
0.001051575,0.001097604
0.00105783,0.001104132
0.001064102,0.00111068
0.001070393,0.001117247
0.001076703,0.001123833
0.001083031,0.001130438
0.001089377,0.001137063
0.001095742,0.001143706
0.001102125,0.001150369
0.001108526,0.001157051
0.001114946,0.001163752
0.001121384,0.001170472
0.00112784,0.001177211
0.001134315,0.00118397
0.001140809,0.001190748
0.001147321,0.001197545
0.001153851,0.001204362
0.0011604,0.001211198
0.001166968,0.001218053
0.001173554,0.001224929
0.00118016,0.001231823
0.001186784,0.001238738
0.001193427,0.001245672
0.001200089,0.001252626
0.00120677,0.0012596
0.00121347,0.001266593
0.001220189,0.001273607
0.001226927,0.001280641
0.001233685,0.001287694
0.001240461,0.001294768
0.001247257,0.001301861
0.001254072,0.001308975
0.001260907,0.001316109
0.00126776,0.001323263
0.001274633,0.001330437
0.001281525,0.001337631
0.001288437,0.001344845
0.001295367,0.00135208
0.001302317,0.001359334
0.001309287,0.001366609
0.001316275,0.001373904
0.001323283,0.001381219
0.00133031,0.001388554
0.001337357,0.001395909
0.001344422,0.001403284
0.001351507,0.001410679
0.00135861,0.001418094
0.001365733,0.001425529
0.001372875,0.001432984
0.001380036,0.001440459
0.001387216,0.001447953
0.001394414,0.001455468
0.001401632,0.001463001
0.001408868,0.001470555
0.001416123,0.001478128
0.001423397,0.00148572
0.001430689,0.001493332
0.001438,0.001500964
0.00144533,0.001508614
0.001452677,0.001516284
0.001460043,0.001523973
0.001467427,0.00153168
0.00147483,0.001539407
0.00148225,0.001547153
0.001489688,0.001554917
0.001497145,0.0015627
0.001504619,0.001570502
0.001512111,0.001578322
0.00151962,0.001586161
0.001527148,0.001594019
0.001534693,0.001601895
0.001542257,0.00160979
0.001549838,0.001617703
0.001557437,0.001625635
0.001565054,0.001633587
0.00157269,0.001641556
0.001580343,0.001649545
0.001588015,0.001657553
0.001595704,0.00166558
0.001603412,0.001673625
0.001611138,0.00168169
0.001618883,0.001689774
0.001626646,0.001697877
0.001634427,0.001706
0.001642227,0.001714142
0.001650045,0.001722303
0.001657882,0.001730483
0.001665738,0.001738683
0.001673612,0.001746902
0.001681505,0.001755141
0.001689417,0.0017634
0.001697347,0.001771677
0.001705296,0.001779975
0.001713264,0.001788292
0.00172125,0.001796629
0.001729256,0.001804985
0.00173728,0.001813361
0.001745323,0.001821756
0.001753385,0.001830171
0.001761465,0.001838606
0.001769564,0.00184706
0.001777682,0.001855534
0.001785819,0.001864027
0.001793974,0.00187254
0.001802148,0.001881072
0.00181034,0.001889624
0.001818552,0.001898195
0.001826781,0.001906785
0.00183503,0.001915395
0.001843296,0.001924024
0.001851581,0.001932672
0.001859885,0.00194134
0.001868207,0.001950026
0.001876547,0.001958732
0.001884905,0.001967456
0.001893281,0.0019762
0.001901676,0.001984962
0.001910088,0.001993743
0.001918518,0.002002543
0.001926966,0.002011361
0.001935432,0.002020198
0.001943916,0.002029054
0.001952417,0.002037928
0.001960935,0.00204682
0.001969471,0.00205573
0.001978025,0.002064658
0.001986596,0.002073605
0.001995184,0.002082569
0.002003789,0.002091552
0.002012411,0.002100552
0.002021051,0.002109571
0.002029709,0.002118608
0.002038383,0.002127662
0.002047075,0.002136735
0.002055785,0.002145827
0.002064511,0.002154936
0.002073256,0.002164064
0.002082018,0.00217321
0.002090798,0.002182375
0.002099595,0.002191558
0.00210841,0.002200759
0.002117243,0.002209979
0.002126094,0.002219218
0.002134962,0.002228475
0.002143849,0.002237751
0.002152753,0.002247046
0.002161676,0.00225636
0.002170616,0.002265692
0.002179575,0.002275044
0.002188552,0.002284414
0.002197547,0.002293803
0.00220656,0.002303211
0.002215591,0.002312639
0.002224641,0.002322085
0.002233708,0.00233155
0.002242794,0.002341034
0.002251898,0.002350537
0.00226102,0.002360059
0.002270161,0.0023696
0.00227932,0.002379161
0.002288497,0.00238874
0.002297692,0.002398338
0.002306905,0.002407955
0.002316136,0.002417591
0.002325385,0.002427246
0.002334653,0.002436919
0.002343938,0.002446612
0.002353242,0.002456323
0.002362563,0.002466053
0.002371902,0.002475802
0.002381259,0.002485569
0.002390634,0.002495355
0.002400027,0.00250516
0.002409437,0.002514982
0.002418865,0.002524824
0.002428311,0.002534683
0.002437774,0.002544561
0.002447254,0.002554457
0.002456752,0.002564371
0.002466267,0.002574303
0.002475799,0.002584253
0.002485348,0.002594221
0.002494915,0.002604207
0.002504498,0.00261421
0.002514098,0.002624231
0.002523715,0.00263427
0.002533349,0.002644326
0.002542999,0.002654399
0.002552666,0.00266449
0.00256235,0.002674598
0.00257205,0.002684724
0.002581767,0.002694867
0.002591502,0.002705028
0.002601252,0.002715207
0.00261102,0.002725403
0.002620805,0.002735616
0.002630606,0.002745848
0.002640425,0.002756097
0.002650261,0.002766364
0.002660114,0.002776648
0.002669984,0.002786951
0.002679871,0.002797272
0.002689775,0.00280761
0.002699697,0.002817967
0.002709636,0.002828342
0.002719593,0.002838735
0.002729567,0.002849146
0.002739558,0.002859576
0.002749567,0.002870023
0.002759593,0.002880489
0.002769637,0.002890974
0.002779699,0.002901477
0.002789778,0.002911998
0.002799875,0.002922537
0.00280999,0.002933095
0.002820122,0.002943671
0.002830272,0.002954266
0.002840439,0.002964879
0.002850624,0.002975511
0.002860827,0.002986161
0.002871047,0.002996829
0.002881285,0.003007516
0.00289154,0.003018221
0.002901813,0.003028944
0.002912103,0.003039686
0.002922411,0.003050445
0.002932737,0.003061224
0.00294308,0.00307202
0.00295344,0.003082834
0.002963817,0.003093667
0.002974212,0.003104517
0.002984624,0.003115385
0.002995053,0.003126272
0.003005499,0.003137176
0.003015962,0.003148098
0.003026443,0.003159038
0.00303694,0.003169995
0.003047454,0.00318097
0.003057985,0.003191963
0.003068532,0.003202972
0.003079096,0.003214
0.003089677,0.003225044
0.003100274,0.003236106
0.003110887,0.003247184
0.003121517,0.00325828
0.003132162,0.003269393
0.003142825,0.003280522
0.003153503,0.003291669
0.003164197,0.003302832
0.003174907,0.003314012
0.003185634,0.003325209
0.003196377,0.003336423
0.003207136,0.003347653
0.003217911,0.003358901
0.003228703,0.003370166
0.003239511,0.003381447
0.003250335,0.003392746
0.003261176,0.003404062
0.003272033,0.003415395
0.003282906,0.003426746
0.003293797,0.003438114
0.003304704,0.003449499
0.003315627,0.003460902
0.003326568,0.003472322
0.003337525,0.003483759
0.003348499,0.003495214
0.00335949,0.003506687
0.003370498,0.003518178
0.003381522,0.003529686
0.003392564,0.003541211
0.003403623,0.003552755
0.003414698,0.003564316
0.003425791,0.003575895
0.003436901,0.003587492
0.003448028,0.003599107
0.003459171,0.003610739
0.003470332,0.003622389
0.00348151,0.003634058
0.003492705,0.003645743
0.003503918,0.003657447
0.003515147,0.003669169
0.003526393,0.003680908
0.003537656,0.003692665
0.003548936,0.003704439
0.003560233,0.003716232
0.003571547,0.003728042
0.003582878,0.003739869
0.003594226,0.003751715
0.00360559,0.003763577
0.003616971,0.003775458
0.003628369,0.003787355
0.003639784,0.00379927
0.003651215,0.003811203
0.003662662,0.003823152
0.003674127,0.003835119
0.003685607,0.003847103
0.003697104,0.003859104
0.003708617,0.003871122
0.003720146,0.003883157
0.003731692,0.003895208
0.003743253,0.003907277
0.003754831,0.003919362
0.003766424,0.003931463
0.003778033,0.003943582
0.003789658,0.003955716
0.003801299,0.003967867
0.003812955,0.003980034
0.003824626,0.003992218
0.003836313,0.004004417
0.003848016,0.004016633
0.003859735,0.004028865
0.003871469,0.004041114
0.003883218,0.004053379
0.003894984,0.00406566
0.003906765,0.004077957
0.003918561,0.004090272
0.003930374,0.004102602
0.003942203,0.004114949
0.003954047,0.004127313
