hpa2 50,hpa2 50
0.003475454,0
0.003463092,0
0.003450751,0
0.00343843,0
0.003426128,0
0.003413847,0
0.003401586,0
0.003389346,0
0.003377125,0
0.003364924,0
0.003352744,0
0.003340584,0
0.003328444,0
0.003316325,0
0.003304226,0
0.003292147,0
0.003280088,0
0.00326805,0
0.003256032,0
0.003244034,0
0.003232057,0
0.0032201,0
0.003208164,0
0.003196248,0
0.003184352,0
0.003172477,0
0.003160623,0
0.003148789,0
0.003136975,0
0.003125182,0
0.003113409,0
0.003101657,0
0.003089926,0
0.003078215,0
0.003066525,0
0.003054855,0
0.003043206,0
0.003031578,0
0.00301997,0
0.003008383,0
0.002996817,0
0.002985272,0
0.002973747,0
0.002962243,0
0.00295076,0
0.002939297,0
0.002927856,0
0.002916435,0
0.002905035,0
0.002893655,0
0.002882297,0
0.00287096,0
0.002859643,0
0.002848347,0
0.002837073,0
0.002825819,0
0.002814586,0
0.002803374,0
0.002792183,0
0.002781013,0
0.002769864,0
0.002758737,0
0.00274763,0
0.002736544,0
0.002725479,0
0.002714436,0
0.002703413,0
0.002692412,0
0.002681432,0
0.002670473,0
0.002659535,0
0.002648618,0
0.002637723,0
0.002626848,0
0.002615995,0
0.002605163,0
0.002594353,0
0.002583563,0
0.002572795,0
0.002562049,0
0.002551323,0
0.002540619,0
0.002529936,0
0.002519275,0
0.002508635,0
0.002498016,0
0.002487419,0
0.002476843,0
0.002466289,0
0.002455756,0
0.002445244,0
0.002434754,0
0.002424286,0
0.002413839,0
0.002403413,0
0.002393009,0
0.002382627,0
0.002372266,0
0.002361927,0
0.002351609,0
0.002341313,0
0.002331038,0
0.002320785,0
0.002310554,0
0.002300344,0
0.002290156,0
0.00227999,0
0.002269846,0
0.002259723,0
0.002249622,0
0.002239542,0
0.002229485,0
0.002219449,0
0.002209434,0
0.002199442,0
0.002189472,0
0.002179523,0
0.002169596,0
0.002159691,0
0.002149808,0
0.002139946,0
0.002130107,0
0.002120289,0
0.002110494,0
0.00210072,0
0.002090968,0
0.002081238,0
0.002071531,0
0.002061845,0
0.002052181,0
0.002042539,0
0.002032919,0
0.002023321,0
0.002013745,0
0.002004191,0
0.00199466,0
0.00198515,0
0.001975663,0
0.001966197,0
0.001956754,0
0.001947333,0
0.001937933,0
0.001928557,0
0.001919202,0
0.001909869,0
0.001900559,0
0.001891271,0
0.001882005,0
0.001872761,0
0.001863539,0
0.00185434,0
0.001845163,0
0.001836009,0
0.001826876,0
0.001817766,0
0.001808678,0
0.001799613,0
0.00179057,0
0.001781549,0
0.00177255,0
0.001763574,0
0.001754621,0
0.001745689,0
0.00173678,0
0.001727894,0
0.00171903,0
0.001710188,0
0.001701369,0
0.001692573,0
0.001683798,0
0.001675047,0
0.001666317,0
0.001657611,0
0.001648927,0
0.001640265,0
0.001631626,0
0.001623009,0
0.001614416,0
0.001605844,0
0.001597295,0
0.001588769,0
0.001580266,0
0.001571785,0
0.001563327,0
0.001554891,0
0.001546478,0
0.001538088,0
0.00152972,0
0.001521375,0
0.001513053,0
0.001504754,0
0.001496477,0
0.001488223,0
0.001479992,0
0.001471783,0
0.001463597,0
0.001455434,0
0.001447294,0
0.001439177,0
0.001431082,0
0.001423011,0
0.001414962,0
0.001406936,0
0.001398933,0
0.001390952,0
0.001382995,0
0.00137506,0
0.001367149,0
0.00135926,0
0.001351394,0
0.001343551,0
0.001335731,0
