rad6 100,rad6 100
0.002635669,0
0.002635928,0
0.002636202,0
0.002636491,0
0.002636794,0
0.002637111,0
0.002637443,0
0.002637789,0
0.002638149,0
0.002638524,0
0.002638914,0
0.002639318,0
0.002639736,0
0.002640169,0
0.002640616,0
0.002641078,0
0.002641554,0
0.002642045,0
0.00264255,0
0.00264307,0
0.002643604,0
0.002644152,0
0.002644715,0
0.002645293,0
0.002645885,0
0.002646491,0
0.002647112,0
0.002647748,0
0.002648397,0
0.002649062,0
0.002649741,0
0.002650434,0
0.002651142,0
0.002651864,0
0.002652601,0
0.002653352,0
0.002654118,0
0.002654899,0
0.002655693,0
0.002656503,0
0.002657327,0
0.002658165,0
0.002659018,0
0.002659885,0
0.002660767,0
0.002661664,0
0.002662575,0
0.0026635,0
0.00266444,0
0.002665395,0
0.002666364,0
0.002667347,0
0.002668345,0
0.002669358,0
0.002670385,0
0.002671427,0
2.67E-03,0
2.67E-03,0
2.67E-03,0
2.68E-03,0
2.68E-03,0
2.68E-03,0
2.68E-03,0
2.68E-03,0
2.68E-03,0
2.68E-03,0
2.68E-03,0
2.69E-03,0
2.69E-03,0
2.69E-03,0
0.002688796,0
0.002690071,0
0.00269136,0
0.002692663,0
0.002693981,0
0.002695314,0
0.002696661,0
0.002698022,0
0.002699398,0
0.002700789,0
0.002702195,0
0.002703614,0
0.002705049,0
0.002706498,0
0.002707961,0
0.00270944,0
0.002710932,0
0.00271244,0
0.002713961,0
0.002715498,0
0.002717049,0
0.002718614,0
0.002720194,0
0.002721789,0
0.002723398,0
0.002725022,0
0.00272666,0
0.002728313,0
0.002729981,0
0.002731663,0
0.002733359,0
0.00273507,0
0.002736796,0
0.002738537,0
0.002740291,0
0.002742061,0
0.002743845,0
0.002745644,0
0.002747457,0
0.002749285,0
0.002751127,0
0.002752984,0
0.002754855,0
0.002756741,0
0.002758642,0
0.002760557,0
0.002762487,0
0.002764431,0
0.00276639,0
0.002768364,0
0.002770352,0
0.002772354,0
0.002774372,0
0.002776403,0
0.00277845,0
0.002780511,0
0.002782586,0
0.002784676,0
0.002786781,0
0.0027889,0
0.002791034,0
0.002793182,0
0.002795345,0
0.002797523,0
0.002799715,0
0.002801921,0
0.002804142,0
0.002806378,0
0.002808629,0
0.002810893,0
0.002813173,0
0.002815467,0
0.002817776,0
0.002820099,0
0.002822436,0
0.002824789,0
0.002827156,0
0.002829537,0
0.002831933,0
0.002834344,0
0.002836769,0
0.002839208,0
