rtt102 50,rtt102 100,rtt102 50,rtt102 100
0,0,0.001091478,0.00195553
0,0,0.001101739,0.001945204
0,0,0.001111974,0.001934909
0,0,0.001122183,0.001924643
0,0,0.001132365,0.001914407
0,0,0.001142522,0.001904202
0,0,0.001152652,0.001894026
0,0,0.001162757,0.001883881
0,0,0.001172835,0.001873765
0,0,0.001182888,0.00186368
0,0,0.001192915,0.001853624
0,0,0.001202916,0.001843598
0,0,0.001212891,0.001833602
0,0,0.001222841,0.001823635
0,0,0.001232765,0.001813699
0,0,0.001242664,0.001803792
0,0,0.001252537,0.001793915
0,0,0.001262385,0.001784067
0,0,0.001272207,0.001774249
0,0,0.001282005,0.001764461
0,0,0.001291777,0.001754703
0,0,0.001301523,0.001744974
0,0,0.001311245,0.001735274
0,0,0.001320942,0.001725604
0,0,0.001330613,0.001715964
0,0,0.00134026,0.001706353
0,0,0.001349882,0.001696771
0,0,0.001359478,0.001687219
0,0,0.001369051,0.001677696
0,0,0.001378598,0.001668202
0,0,0.001388121,0.001658738
0,0,0.001397619,0.001649303
0,0,0.001407092,0.001639897
0,0,0.001416541,0.001630521
0,0,0.001425966,0.001621174
0,0,0.001435366,0.001611856
0,0,0.001444742,0.001602567
0,0,0.001454094,0.001593307
0,0,0.001463421,0.001584076
0,0,0.001472724,0.001574874
0,0,0.001482003,0.001565701
0,0,0.001491258,0.001556558
0,0,0.001500489,0.001547443
0,0,0.001509696,0.001538357
0,0,0.001518879,0.0015293
0,0,0.001528038,0.001520272
0,0,0.001537174,0.001511273
0,0,0.001546286,0.001502303
0,0,0.001555374,0.001493361
0,0,0.001564438,0.001484448
0,0,0.001573479,0.001475564
0,0,0.001582496,0.001466709
0,0,0.00159149,0.001457882
0,0,0.001600461,0.001449084
0,0,0.001609408,0.001440315
0,0,0.001618332,0.001431574
0,0,0.001627232,0.001422862
0,0,0.00163611,0.001414178
0,0,0.001644964,0.001405523
0,0,0.001653795,0.001396897
0,0,0.001662604,0.001388298
0,0,0.001671389,0.001379729
0,0,0.001680151,0.001371187
0,0,0.00168889,0.001362674
0,0,0.001697607,0.00135419
0,0,0.001706301,0.001345734
0,0,0.001714972,0.001337306
0,0,0.001723621,0.001328906
0,0,0.001732246,0.001320534
0,0,0.00174085,0.001312191
0,0,0.001749431,0.001303876
0,0,0.001757989,0.001295589
0,0,0.001766525,0.00128733
0,0,0.001775039,0.0012791
0,0,0.00178353,0.001270897
0,0,0.001791999,0.001262722
0,0,0.001800447,0.001254576
0,0,0.001808871,0.001246457
0,0,0.001817274,0.001238367
0,0,0.001825655,0.001230304
0,0,0.001834014,0.001222269
0,0,0.001842351,0.001214262
0,0,0.001850666,0.001206283
0,0,0.00185896,0.001198332
0,0,0.001867231,0.001190409
0,0,0.001875481,0.001182513
0,0,0.001883709,0.001174645
0,0,0.001891916,0.001166805
0,0,0.001900101,0.001158992
0,0,0.001908265,0.001151208
0,0,0.001916407,0.00114345
0,0,0.001924528,0.001135721
0,0,0.001932627,0.001128019
0,0,0.001940705,0.001120344
0,0,0.001948762,0.001112697
0,0,0.001956798,0.001105078
0,0,0.001964813,0.001097486
0,0,0.001972807,0.001089922
0,0,0.001980779,0.001082385
0,0,0.001988731,0.001074875
0,0,0.001996662,0.001067393
0,0,0.002004572,0.001059938
0,0,0.002012461,0.00105251
0,0,0.002020329,0.00104511
0,0,0.002028177,0.001037736
0,0,0.002036004,0.00103039
0,0,0.00204381,0.001023072
0,0,0.002051596,0.00101578
0,0,0.002059361,0.001008516
0,0,0.002067106,0.001001279
0,0,0.00207483,0.000994069
0,0,0.002082535,0.000986885
0,0,0.002090218,0.000979729
0,0,0.002097882,0.0009726
0,0,0.002105525,0.000965498
0,0,0.002113149,0.000958423
0,0,0.002120752,0.000951375
0,0,0.002128335,0.000944354
0,0,0.002135898,0.00093736
0,0,0.002143441,0.000930392
0,0,0.002150964,0.000923452
0,0,0.002158468,0.000916538
0,0,0.002165952,0.000909651
0,0,0.002173416,0.00090279
0,0,0.00218086,0.000895957
0,0,0.002188284,0.00088915
0,0,0.002195689,0.00088237
0,0,0.002203075,0.000875616
0,0,0.002210441,0.000868889
0,0,0.002217787,0.000862189
0,0,0.002225115,0.000855515
0,0,0.002232423,0.000848868
0,0,0.002239711,0.000842247
0,0,0.00224698,0.000835653
0,0,0.002254231,0.000829085
0,0,0.002261462,0.000822544
0,0,0.002268673,0.000816029
0,0,0.002275866,0.00080954
0,0,0.00228304,0.000803078
0,0,0.002290195,0.000796642
0,0,0.002297331,0.000790233
0,0,0.002304449,0.00078385
0,0,0.002311547,0.000777493
0,0,0.002318627,0.000771162
0,0,0.002325688,0.000764857
0,0,0.00233273,0.000758579
0,0,0.002339754,0.000752326
0,0,0.002346759,0.0007461
0,0,0.002353746,0.0007399
0,0,0.002360714,0.000733726
0,0,0.002367664,0.000727578
0,0,0.002374596,0.000721457
0,0,0.002381509,0.000715361
0,0,0.002388404,0.000709291
0,0,0.002395281,0.000703247
0,0,0.00240214,0.000697229
0,0,0.00240898,0.000691236
0,0,0.002415803,0.00068527
0,0,0.002422607,0.00067933
0,0,0.002429394,0.000673415
0,0,0.002436162,0.000667526
0,0,0.002442913,0.000661663
0,0,0.002449646,0.000655826
0,0,0.002456362,0.000650014
0,0,0.002463059,0.000644228
0,0,0.002469739,0.000638468
0,0,0.002476401,0.000632733
0,0,0.002483046,0.000627024
0,0,0.002489673,0.000621341
0,0,0.002496283,0.000615683
0,0,0.002502875,0.00061005
0,0,0.00250945,0.000604443
0,0,0.002516007,0.000598862
0,0,0.002522548,0.000593306
0,0,0.002529071,0.000587776
0,0,0.002535576,0.000582271
0,0,0.002542065,0.000576791
0,0,0.002548537,0.000571336
0,0,0.002554991,0.000565907
0,0,0.002561429,0.000560504
0,0,0.002567849,0.000555125
0,0,0.002574253,0.000549772
0,0,0.00258064,0.000544444
0,0,0.00258701,0.000539141
0,0,0.002593363,0.000533864
0,0,0.0025997,0.000528612
0,0,0.00260602,0.000523384
0,0,0.002612323,0.000518182
0,0,0.00261861,0.000513005
0,0,0.00262488,0.000507853
0,0,0.002631134,0.000502726
0,0,0.002637371,0.000497624
0,0,0.002643592,0.000492547
0,0,0.002649797,0.000487495
0,0,0.002655985,0.000482468
0,0,0.002662157,0.000477466
0,0,0.002668313,0.000472488
0,0,0.002674452,0.000467536
0,0,0.002680576,0.000462608
0,0,0.002686683,0.000457705
0,0,0.002692775,0.000452827
0,0,0.002698851,0.000447974
0,0,0.00270491,0.000443146
0,0,0.002710954,0.000438342
0,0,0.002716982,0.000433563
0,0,0.002722994,0.000428808
0,0,0.00272899,0.000424078
0,0,0.002734971,0.000419373
0,0,0.002740936,0.000414692
0,0,0.002746886,0.000410036
0,0,0.00275282,0.000405405
0,0,0.002758738,0.000400798
0,0,0.002764641,0.000396215
0,0,0.002770528,0.000391657
0,0,0.002776401,0.000387123
0,0,0.002782258,0.000382614
0,0,0.002788099,0.000378129
0,0,0.002793925,0.000373669
0,0,0.002799737,0.000369232
0,0,0.002805533,0.000364821
0,0,0.002811314,0.000360433
0,0,0.002817079,0.00035607
0,0,0.00282283,0.000351731
0,0,0.002828566,0.000347416
0,0,0.002834287,0.000343125
0,0,0.002839993,0.000338859
0,0,0.002845685,0.000334617
0,0,0.002851361,0.000330398
0,0,0.002857023,0.000326204
0,0,0.00286267,0.000322034
0,0,0.002868302,0.000317888
0,0,0.00287392,0.000313766
0,0,0.002879524,0.000309668
0,0,0.002885112,0.000305595
0,0,0.002890687,0.000301545
0,0,0.002896247,0.000297518
0,0,0.002901792,0.000293516
0,0,0.002907323,0.000289538
0,0,0.00291284,0.000285584
0,0,0.002918343,0.000281653
0,0,0.002923831,0.000277746
0,0,0.002929305,0.000273863
0,0,0.002934766,0.000270004
0,0,0.002940212,0.000266169
0,0,0.002945644,0.000262357
0,0,0.002951062,0.000258569
0,0,0.002956466,0.000254804
0,0,0.002961856,0.000251064
0,0,0.002967233,0.000247346
0,0,0.002972595,0.000243653
0,0,0.002977944,0.000239983
0,0,0.002983279,0.000236337
0,0,0.002988601,0.000232714
0,0,0.002993909,0.000229114
0,0,0.002999203,0.000225538
0,0,0.003004484,0.000221986
0,0,0.003009751,0.000218457
0,0,0.003015005,0.000214951
0,0,0.003020245,0.000211469
0,0,0.003025472,0.00020801
0,0,0.003030686,0.000204575
0,0,0.003035886,0.000201162
0,0,0.003041073,0.000197773
0,0,0.003046247,0.000194408
0,0,0.003051408,0.000191065
0,0,0.003056556,0.000187746
0,0,0.00306169,0.00018445
0,0,0.003066812,0.000181177
0,0,0.00307192,0.000177928
0,0,0.003077016,0.000174701
0,0,0.003082099,0.000171498
0,0,0.003087169,0.000168317
0,0,0.003092226,0.00016516
0,0,0.00309727,0.000162026
0,0,0.003102302,0.000158915
0,0,0.003107321,0.000155826
0,0,0.003112327,0.000152761
0,0,0.003117321,0.000149719
0,0,0.003122302,0.000146699
0,0,0.003127271,0.000143703
0,0,0.003132227,0.000140729
0,0,0.00313717,0.000137778
0,0,0.003142102,0.00013485
0,0,0.003147021,0.000131945
0,0,0.003151928,0.000129062
0,0,0.003156822,0.000126203
0,0,0.003161704,0.000123366
0,0,0.003166574,0.000120552
0,0,0.003171432,0.00011776
0,0,0.003176278,0.000114991
0,0,0.003181112,0.000112245
0,0,0.003185934,0.000109521
0,0,0.003190743,0.00010682
0,0,0.003195541,0.000104142
0,0,0.003200327,0.000101486
0,0,0.003205101,9.89E-05
0,0,0.003209864,9.62E-05
0,0,0.003214614,9.37E-05
0,0,0.003219353,9.11E-05
0,0,0.00322408,8.85E-05
0,0,0.003228796,8.60E-05
0,0,0.0032335,8.35E-05
0,0,0.003238192,8.10E-05
0,0,0.003242873,7.86E-05
0,0,0.003247543,7.62E-05
0,0,0.003252201,7.38E-05
0,0,0.003256847,7.14E-05
0,0,0.003261482,6.90E-05
0,0,0.003266106,6.67E-05
0,0,0.003270719,6.43E-05
0,0,0.003275321,6.20E-05
0,0,0.003279911,5.98E-05
0,0,0.00328449,5.75E-05
0,0,0.003289058,5.53E-05
0,0,0.003293615,5.31E-05
0,0,0.003298161,5.09E-05
0,0,0.003302696,4.87E-05
0,0,0.00330722,4.66E-05
0,0,0.003311733,4.45E-05
0,0,0.003316235,4.24E-05
0,0,0.003320727,4.03E-05
0,0,0.003325208,3.82E-05
0,0,0.003329678,3.62E-05
0,0,0.003334137,3.42E-05
0,0,0.003338585,3.22E-05
0,0,0.003343023,3.02E-05
0,0,0.003347451,2.83E-05
0,0,0.003351868,2.63E-05
0,0,0.003356274,2.44E-05
0,0,0.00336067,2.26E-05
0,0,0.003365055,2.07E-05
0,0,0.00336943,1.89E-05
0,0,0.003373795,1.71E-05
0,0,0.00337815,1.53E-05
0,0,0.003382494,1.35E-05
0,0,0.003386828,1.17E-05
0,0,0.003391152,1.00E-05
0,0,0.003395465,8.30E-06
0,0,0.003399769,6.61E-06
0,0,0.003404062,4.95E-06
0,0,0.003408346,3.31E-06
0,0,0.003412619,1.68E-06
0,0,0.003416883,8.50E-08
0,0,0.003421136,-1.49E-06
0,0,0.00342538,-3.05E-06
0,0,0.003429614,-4.59E-06
0,0,0.003433838,-6.10E-06
0,0,0.003438053,-7.59E-06
0,0,0.003442257,-9.06E-06
0,0,0.003446452,-1.05E-05
0,0,0.003450638,-1.19E-05
0,0,0.003454814,-1.33E-05
0,0,0.00345898,-1.47E-05
0,0,0.003463137,-1.61E-05
0,0,0.003467284,-1.74E-05
0,0,0.003471422,-1.88E-05
0,0,0.00347555,-2.01E-05
0,0,0.003479669,-2.13E-05
0,0,0.003483779,-2.26E-05
0,0,0.003487879,-2.38E-05
0,0,0.003491971,-2.51E-05
0,0,0.003496053,-2.63E-05
0,0,0.003500125,-2.74E-05
0,0,0.003504189,-2.86E-05
0,0,0.003508244,-2.97E-05
0,0,0.003512289,-3.08E-05
0,0,0.003516326,-3.19E-05
0,0,0.003520353,-3.30E-05
0,0,0.003524372,-3.40E-05
0,0,0.003528382,-3.51E-05
0,0,0.003532383,-3.61E-05
0,0,0.003536375,-3.71E-05
0,0,0.003540358,-3.80E-05
0,0,0.003544332,-3.90E-05
0,0,0.003548298,-3.99E-05
0,0,0.003552255,-4.08E-05
0,0,0.003556204,-4.17E-05
0,0,0.003560144,-4.25E-05
0,0,0.003564075,-4.34E-05
0,0,0.003567998,-4.42E-05
0,0,0.003571912,-4.50E-05
0,0,0.003575818,-4.58E-05
0,0,0.003579715,-4.65E-05
0,0,0.003583605,-4.73E-05
0,0,0.003587485,-4.80E-05
0,0,0.003591358,-4.87E-05
0,0,0.003595222,-4.94E-05
0,0,0.003599078,-5.00E-05
0,0,0.003602926,-5.07E-05
0,0,0.003606765,-5.13E-05
0,0,0.003610597,-5.19E-05
0,0,0.00361442,-5.24E-05
0,0,0.003618236,-5.30E-05
0,0,0.003622043,-5.35E-05
0,0,0.003625842,-5.40E-05
0,0,0.003629634,-5.45E-05
0,0,0.003633417,-5.50E-05
0,0,0.003637193,-5.54E-05
0,0,0.003640961,-5.59E-05
0,0,0.003644721,-5.63E-05
0,0,0.003648474,-5.67E-05
0,0,0.003652218,-5.70E-05
0,0,0.003655955,-5.74E-05
0,0,0.003659685,-5.77E-05
0,0,0.003663406,-5.80E-05
0,0,0.003667121,-5.83E-05
0,0,0.003670827,-5.86E-05
0,0,0.003674527,-5.88E-05
0,0,0.003678218,-5.91E-05
0,0,0.003681903,-5.93E-05
0,0,0.00368558,-5.95E-05
0,0,0.003689249,-5.96E-05
0,0,0.003692911,-5.98E-05
0,0,0.003696566,-5.99E-05
0,0,0.003700214,-6.00E-05
0,0,0.003703855,-6.01E-05
0,0,0.003707488,-6.02E-05
0,0,0.003711114,-6.02E-05
0,0,0.003714734,-6.03E-05
0,0,0.003718346,-6.03E-05
0,0,0.003721951,-6.03E-05
0,0,0.003725549,-6.02E-05
0,0,0.00372914,-6.02E-05
0,0,0.003732724,-6.01E-05
0,0,0.003736302,-6.00E-05
0,0,0.003739872,-5.99E-05
0,0,0.003743436,-5.98E-05
0,0,0.003746993,-5.96E-05
0,0,0.003750543,-5.95E-05
0,0,0.003754087,-5.93E-05
0,0,0.003757623,-5.91E-05
0,0,0.003761153,-5.88E-05
0,0,0.003764677,-5.86E-05
0,0,0.003768194,-5.83E-05
0,0,0.003771705,-5.80E-05
0,0,0.003775209,-5.77E-05
0,0,0.003778706,-5.74E-05
0,0,0.003782197,-5.71E-05
0,0,0.003785682,-5.67E-05
0,0,0.00378916,-5.63E-05
0,0,0.003792632,-5.59E-05
0,0,0.003796098,-5.55E-05
0,0,0.003799558,-5.50E-05
0,0,0.003803011,-5.46E-05
0,0,0.003806458,-5.41E-05
0,0,0.003809899,-5.36E-05
0,0,0.003813334,-5.31E-05
0,0,0.003816763,-5.25E-05
0,0,0.003820185,-5.20E-05
0,0,0.003823602,-5.14E-05
0,0,0.003827013,-5.08E-05
0,0,0.003830418,-5.02E-05
0,0,0.003833817,-4.96E-05
0,0,0.00383721,-4.89E-05
0,0,0.003840597,-4.82E-05
0,0,0.003843978,-4.75E-05
0,0,0.003847354,-4.68E-05
0,0,0.003850724,-4.61E-05
0,0,0.003854088,-4.54E-05
0,0,0.003857447,-4.46E-05
0,0,0.0038608,-4.38E-05
0,0,0.003864147,-4.30E-05
0,0,0.003867489,-4.22E-05
0,0,0.003870825,-4.13E-05
0,0,0.003874156,-4.05E-05
0,0,0.003877481,-3.96E-05
0,0,0.003880801,-3.87E-05
0,0,0.003884115,-3.77E-05
0,0,0.003887424,-3.68E-05
0,0,0.003890728,-3.59E-05
0,0,0.003894026,-3.49E-05
0,0,0.00389732,-3.39E-05
0,0,0.003900608,-3.29E-05
0,0,0.00390389,-3.18E-05
0,0,0.003907168,-3.08E-05
0,0,0.00391044,-2.97E-05
0,0,0.003913708,-2.86E-05
0,0,0.00391697,-2.75E-05
0,0,0.003920227,-2.64E-05
0,0,0.00392348,-2.52E-05
0,0,0.003926727,-2.41E-05
0,0,0.003929969,-2.29E-05
0,0,0.003933207,-2.17E-05
0,0,0.00393644,-2.05E-05
0,0,0.003939667,-1.92E-05
0,0,0.00394289,-1.80E-05
0,0,0.003946109,-1.67E-05
0,0,0.003949322,-1.54E-05
0,0,0.003952531,-1.41E-05
0,0,0.003955735,-1.27E-05
0,0,0.003958935,-1.14E-05
0,0,0.00396213,-1.00E-05
0,0,0.00396532,-8.64E-06
0,0,0.003968506,-7.23E-06
0,0,0.003971687,-5.81E-06
0,0,0.003974864,-4.37E-06
0,0,0.003978036,-2.91E-06
0,0,0.003981204,-1.43E-06
0,0,0.003984368,7.18E-08
0,0,0.003987527,1.59E-06
0,0,0.003990682,3.12E-06
0,0,0.003993833,4.67E-06
0,0,0.003996979,6.25E-06
0,0,0.004000121,7.83E-06
0,0,0.004003259,9.44E-06
0,0,0.004006393,1.11E-05
0,0,0.004009523,1.27E-05
0,0,0.004012649,1.44E-05
0,0,0.00401577,1.61E-05
0,0,0.004018888,1.77E-05
0,0,0.004022001,1.95E-05
0,0,0.004025111,2.12E-05
0,0,0.004028217,2.30E-05
0,0,0.004031319,2.47E-05
0,0,0.004034417,2.65E-05
0,0,0.004037511,2.83E-05
0,0,0.004040601,3.01E-05
0,0,0.004043688,3.20E-05
0,0,0.004046771,3.38E-05
0,0,0.00404985,3.57E-05
0,0,0.004052925,3.76E-05
0,0,0.004055997,3.95E-05
0,0,0.004059065,4.15E-05
0,0,0.00406213,4.34E-05
0,0,0.004065191,4.54E-05
0,0,0.004068248,4.74E-05
0,0,0.004071302,4.94E-05
0,0,0.004074353,5.14E-05
0,0,0.0040774,5.34E-05
0,0,0.004080444,5.55E-05
0,0,0.004083484,5.76E-05
0,0,0.004086521,5.97E-05
0,0,0.004089555,6.18E-05
0,0,0.004092586,6.39E-05
0,0,0.004095613,6.60E-05
0,0,0.004098637,6.82E-05
0,0,0.004101658,7.04E-05
0,0,0.004104676,7.26E-05
0,0,0.00410769,7.48E-05
0,0,0.004110702,7.70E-05
0,0,0.00411371,7.93E-05
0,0,0.004116716,8.15E-05
0,0,0.004119718,8.38E-05
0,0,0.004122718,8.61E-05
0,0,0.004125714,8.84E-05
0,0,0.004128708,9.08E-05
0,0,0.004131699,9.31E-05
0,0,0.004134687,9.55E-05
0,0,0.004137672,9.79E-05
0,0,0.004140654,0.000100313
0,0,0.004143634,0.000102738
0,0,0.004146611,0.00010518
0,0,0.004149585,0.00010764
0,0,0.004152556,0.000110117
0,0,0.004155525,0.000112611
0,0,0.004158491,0.000115123
0,0,0.004161455,0.000117652
0,0,0.004164416,0.000120198
0,0,0.004167375,0.000122761
0,0,0.004170331,0.000125342
0,0,0.004173285,0.000127939
0,0,0.004176236,0.000130554
0,0,0.004179185,0.000133186
0,0,0.004182131,0.000135836
0,0,0.004185076,0.000138502
0,0,0.004188018,0.000141185
0,0,0.004190957,0.000143886
0,0,0.004193895,0.000146604
0,0,0.00419683,0.000149338
0,0,0.004199763,0.00015209
0,0,0.004202693,0.000154859
0,0,0.004205622,0.000157644
0,0,0.004208549,0.000160447
0,0,0.004211473,0.000163267
0,0,0.004214396,0.000166103
0,0,0.004217316,0.000168957
0,0,0.004220235,0.000171828
0,0,0.004223151,0.000174715
0,0,0.004226066,0.000177619
0,0,0.004228978,0.00018054
0,0,0.004231889,0.000183478
0,0,0.004234798,0.000186433
0,0,0.004237705,0.000189405
0,0,0.004240611,0.000192393
0,0,0.004243514,0.000195398
0,0,0.004246416,0.00019842
0,0,0.004249317,0.000201459
0,0,0.004252215,0.000204514
0,0,0.004255112,0.000207586
0,0,0.004258007,0.000210675
0,0,0.004260901,0.00021378
0,0,0.004263793,0.000216903
0,0,0.004266684,0.000220041
0,0,0.004269573,0.000223197
0,0,0.004272461,0.000226369
0,0,0.004275347,0.000229557
0,0,0.004278232,0.000232762
0,0,0.004281115,0.000235984
0,0,0.004283998,0.000239222
0,0,0.004286878,0.000242477
0,0,0.004289758,0.000245748
0,0,0.004292636,0.000249036
0,0,0.004295513,0.00025234
0,0,0.004298389,0.000255661
0,0,0.004301264,0.000258998
0,0,0.004304137,0.000262352
0,0,0.004307009,0.000265721
0,0,0.004309881,0.000269108
0,0,0.004312751,0.00027251
0,0,0.00431562,0.000275929
0,0,0.004318488,0.000279365
0,0,0.004321355,0.000282816
0,0,0.004324221,0.000286284
0,0,0.004327086,0.000289769
0,0,0.004329951,0.000293269
0,0,0.004332814,0.000296786
0,0,0.004335677,0.000300319
0,0,0.004338538,0.000303868
0,0,0.004341399,0.000307433
0,0,0.004344259,0.000311015
0,0,0.004347119,0.000314613
0,0,0.004349978,0.000318227
0,0,0.004352836,0.000321857
0,0,0.004355693,0.000325503
0,0,0.00435855,0.000329165
0,0,0.004361406,0.000332844
0,0,0.004364261,0.000336538
0,0,0.004367116,0.000340248
0,0,0.004369971,0.000343975
0,0,0.004372825,0.000347717
0,0,0.004375678,0.000351476
0,0,0.004378531,0.000355251
0,0,0.004381384,0.000359041
0,0,0.004384236,0.000362847
0,0,0.004387088,0.00036667
0,0,0.00438994,0.000370508
0,0,0.004392791,0.000374362
0,0,0.004395642,0.000378232
0,0,0.004398493,0.000382118
0,0,0.004401343,0.00038602
0,0,0.004404194,0.000389938
0,0,0.004407044,0.000393871
0,0,0.004409894,0.00039782
0,0,0.004412744,0.000401785
0,0,0.004415593,0.000405766
0,0,0.004418443,0.000409763
0,0,0.004421293,0.000413775
0,0,0.004424142,0.000417803
0,0,0.004426992,0.000421847
0,0,0.004429842,0.000425906
0,0,0.004432691,0.000429982
0,0,0.004435541,0.000434072
0,0,0.004438391,0.000438179
0,0,0.004441241,0.000442301
0,0,0.004444091,0.000446439
0,0,0.004446942,0.000450592
0,0,0.004449792,0.000454761
0,0,0.004452643,0.000458945
0,0,0.004455494,0.000463145
0,0,0.004458346,0.00046736
0,0,0.004461198,0.000471591
0,0,0.00446405,0.000475838
0,0,0.004466902,0.0004801
0,0,0.004469755,0.000484377
0,0,0.004472609,0.00048867
0,0,0.004475462,0.000492979
0,0,0.004478317,0.000497302
0,0,0.004481172,0.000501642
0,0,0.004484027,0.000505996
0,0,0.004486883,0.000510366
0,0,0.004489739,0.000514751
0,0,0.004492596,0.000519152
0,0,0.004495454,0.000523568
0,0,0.004498312,0.000527999
0,0,0.004501171,0.000532446
0,0,0.004504031,0.000536908
0,0,0.004506891,0.000541385
0,0,0.004509752,0.000545877
0,0,0.004512614,0.000550385
0,0,0.004515477,0.000554908
0,0,0.004518341,0.000559446
0,0,0.004521205,0.000563999
0,0,0.004524071,0.000568567
0,0,0.004526937,0.000573151
0,0,0.004529804,0.000577749
0,0,0.004532672,0.000582363
0,0,0.004535542,0.000586992
0,0,0.004538412,0.000591636
0,0,0.004541283,0.000596295
0,0,0.004544155,0.000600969
0,0,0.004547028,0.000605658
0,0,0.004549903,0.000610362
0,0,0.004552778,0.000615082
0,0,0.004555655,0.000619816
0,0,0.004558533,0.000624565
0,0,0.004561412,0.000629329
0,0,0.004564292,0.000634108
0,0,0.004567174,0.000638902
0,0,0.004570057,0.000643711
0,0,0.004572941,0.000648535
0,0,0.004575827,0.000653374
0,0,0.004578713,0.000658228
0,0,0.004581602,0.000663096
0,0,0.004584491,0.00066798
0,0,0.004587382,0.000672878
0,0,0.004590275,0.000677791
0,0,0.004593169,0.000682719
0,0,0.004596064,0.000687661
0,0,0.004598961,0.000692619
0,0,0.00460186,0.000697591
0,0,0.00460476,0.000702578
0,0,0.004607661,0.000707579
0,0,0.004610565,0.000712595
0,0,0.00461347,0.000717626
0,0,0.004616376,0.000722672
0,0,0.004619285,0.000727732
0,0,0.004622195,0.000732807
0,0,0.004625106,0.000737897
0,0,0.00462802,0.000743001
0,0,0.004630935,0.00074812
0,0,0.004633852,0.000753254
0,0,0.004636771,0.000758402
0,0,0.004639692,0.000763564
0,0,0.004642615,0.000768741
0,0,0.004645539,0.000773933
0,0,0.004648466,0.000779139
0,0,0.004651394,0.00078436
0,0,0.004654325,0.000789595
0,0,0.004657257,0.000794845
0,0,0.004660191,0.000800109
0,0,0.004663128,0.000805387
0,0,0.004666067,0.00081068
0,0,0.004669007,0.000815987
0,0,0.00467195,0.000821309
0,0,0.004674895,0.000826645
0,0,0.004677842,0.000831996
0,0,0.004680791,0.000837361
0,0,0.004683742,0.00084274
0,0,0.004686696,0.000848133
0,0,0.004689652,0.000853541
0,0,0.00469261,0.000858963
0,0,0.004695571,0.0008644
0,0,0.004698533,0.000869851
0,0,0.004701499,0.000875315
0,0,0.004704466,0.000880795
0,0,0.004707436,0.000886288
0,0,0.004710408,0.000891796
0,0,0.004713383,0.000897317
0,0,0.00471636,0.000902853
0,0,0.00471934,0.000908403
0,0,0.004722322,0.000913968
0,0,0.004725307,0.000919546
