tod6 50,tod6 100
0.000496678,8.35E-05
0.000502874,8.53E-05
0.000509043,8.71E-05
0.000515186,8.89E-05
0.000521302,9.07E-05
0.000527391,9.25E-05
0.000533454,9.42E-05
0.00053949,9.60E-05
0.0005455,9.78E-05
0.000551483,9.95E-05
0.000557439,0.00010131
0.00056337,0.00010307
0.000569273,0.000104826
0.000575151,0.00010658
0.000581002,0.00010833
0.000586826,0.000110078
0.000592625,0.000111822
0.000598397,0.000113564
0.000604142,0.000115302
0.000609862,0.000117038
0.000615555,0.00011877
0.000621222,0.0001205
0.000626864,0.000122226
0.000632478,0.00012395
0.000638067,0.000125671
0.00064363,0.000127388
0.000649167,0.000129103
0.000654678,0.000130815
0.000660162,0.000132524
0.000665621,0.00013423
0.000671054,0.000135933
0.000676461,0.000137633
0.000681842,0.00013933
0.000687198,0.000141024
0.000692527,0.000142716
0.000697831,0.000144404
0.000703109,0.000146089
0.000708361,0.000147772
0.000713588,0.000149452
0.000718788,0.000151128
0.000723964,0.000152802
0.000729113,0.000154473
0.000734237,0.000156141
0.000739336,0.000157807
0.000744409,0.000159469
0.000749456,0.000161129
0.000754478,0.000162785
0.000759475,0.000164439
0.000764446,0.00016609
0.000769392,0.000167738
0.000774312,0.000169383
0.000779207,0.000171025
0.000784077,0.000172665
0.000788921,0.000174301
0.000793741,0.000175935
0.000798535,0.000177566
0.000803303,0.000179194
0.000808047,0.00018082
0.000812765,0.000182442
0.000817459,0.000184062
0.000822127,0.000185679
0.00082677,0.000187293
0.000831388,0.000188904
0.000835982,0.000190512
0.00084055,0.000192118
0.000845093,0.000193721
0.000849611,0.000195321
0.000854105,0.000196918
0.000858573,0.000198513
0.000863017,0.000200104
0.000867436,0.000201693
0.00087183,0.000203279
0.000876199,0.000204863
0.000880544,0.000206443
0.000884864,0.000208021
0.000889159,0.000209596
0.00089343,0.000211169
0.000897676,0.000212739
0.000901897,0.000214305
0.000906094,0.00021587
0.000910266,0.000217431
0.000914414,0.00021899
0.000918537,0.000220546
0.000922636,0.000222099
0.00092671,0.000223649
0.00093076,0.000225197
0.000934786,0.000226742
0.000938787,0.000228285
0.000942764,0.000229824
0.000946717,0.000231361
0.000950645,0.000232896
0.000954549,0.000234427
0.000958429,0.000235956
0.000962284,0.000237482
0.000966116,0.000239006
0.000969923,0.000240527
0.000973707,0.000242045
0.000977466,0.00024356
0.000981201,0.000245073
0.000984912,0.000246583
0.000988599,0.000248091
0.000992262,0.000249596
0.000995901,0.000251098
0.000999516,0.000252598
0.001003108,0.000254095
0.001006675,0.000255589
0.001010219,0.000257081
0.001013739,0.00025857
0.001017235,0.000260056
0.001020707,0.00026154
0.001024155,0.000263021
0.00102758,0.0002645
0.001030981,0.000265976
0.001034358,0.000267449
0.001037712,0.00026892
0.001041042,0.000270388
0.001044349,0.000271853
0.001047632,0.000273316
0.001050892,0.000274777
0.001054128,0.000276234
0.00105734,0.00027769
0.001060529,0.000279142
0.001063695,0.000280592
0.001066837,0.00028204
0.001069956,0.000283485
0.001073052,0.000284927
0.001076124,0.000286367
0.001079173,0.000287804
0.001082199,0.000289239
0.001085201,0.000290671
0.00108818,0.0002921
0.001091136,0.000293528
0.001094069,0.000294952
0.001096979,0.000296374
0.001099866,0.000297793
0.001102729,0.00029921
0.00110557,0.000300625
0.001108387,0.000302037
0.001111182,0.000303446
0.001113953,0.000304853
0.001116702,0.000306257
0.001119427,0.000307659
0.00112213,0.000309059
0.00112481,0.000310455
0.001127467,0.00031185
0.001130101,0.000313242
0.001132712,0.000314631
0.001135301,0.000316018
0.001137867,0.000317402
0.00114041,0.000318784
0.001142931,0.000320164
0.001145428,0.000321541
0.001147903,0.000322915
0.001150356,0.000324288
0.001152786,0.000325657
0.001155193,0.000327024
0.001157578,0.000328389
0.00115994,0.000329752
0.00116228,0.000331111
0.001164598,0.000332469
0.001166893,0.000333824
0.001169165,0.000335176
0.001171415,0.000336527
0.001173643,0.000337874
0.001175848,0.00033922
0.001178032,0.000340562
0.001180192,0.000341903
0.001182331,0.000343241
0.001184447,0.000344577
0.001186542,0.00034591
0.001188614,0.000347241
0.001190663,0.000348569
0.001192691,0.000349895
0.001194697,0.000351219
0.00119668,0.00035254
0.001198642,0.000353859
0.001200581,0.000355176
0.001202498,0.00035649
0.001204394,0.000357802
0.001206267,0.000359111
0.001208119,0.000360418
0.001209949,0.000361723
0.001211756,0.000363026
0.001213542,0.000364326
0.001215306,0.000365623
0.001217049,0.000366919
0.001218769,0.000368212
0.001220468,0.000369502
0.001222145,0.000370791
0.0012238,0.000372077
0.001225434,0.00037336
0.001227046,0.000374642
0.001228636,0.000375921
0.001230205,0.000377197
0.001231752,0.000378472
0.001233278,0.000379744
0.001234782,0.000381014
0.001236265,0.000382281
0.001237726,0.000383546
0.001239166,0.000384809
0.001240584,0.00038607
0.001241981,0.000387328
0.001243356,0.000388584
0.001244711,0.000389838
0.001246043,0.000391089
0.001247355,0.000392339
0.001248645,0.000393586
0.001249914,0.00039483
0.001251162,0.000396073
0.001252388,0.000397313
0.001253594,0.000398551
0.001254778,0.000399786
0.001255941,0.00040102
0.001257083,0.000402251
0.001258204,0.00040348
0.001259304,0.000404707
0.001260383,0.000405931
0.001261441,0.000407153
0.001262477,0.000408373
0.001263493,0.000409591
0.001264488,0.000410806
0.001265462,0.00041202
0.001266416,0.000413231
0.001267348,0.00041444
0.001268259,0.000415646
0.00126915,0.000416851
0.00127002,0.000418053
0.001270869,0.000419253
0.001271697,0.000420451
0.001272505,0.000421647
0.001273292,0.00042284
0.001274058,0.000424031
0.001274804,0.000425221
0.001275529,0.000426408
0.001276234,0.000427592
0.001276917,0.000428775
0.001277581,0.000429955
0.001278224,0.000431134
0.001278846,0.00043231
0.001279448,0.000433484
0.001280029,0.000434656
0.00128059,0.000435825
0.001281131,0.000436993
0.001281651,0.000438158
0.001282151,0.000439321
0.001282631,0.000440482
0.00128309,0.000441641
0.001283529,0.000442798
0.001283948,0.000443953
0.001284346,0.000445105
0.001284725,0.000446256
0.001285083,0.000447404
0.001285421,0.00044855
0.001285739,0.000449695
0.001286036,0.000450837
0.001286314,0.000451976
0.001286572,0.000453114
0.001286809,0.00045425
0.001287027,0.000455384
0.001287224,0.000456515
0.001287402,0.000457645
0.00128756,0.000458772
0.001287698,0.000459897
0.001287815,0.00046102
0.001287913,0.000462141
0.001287992,0.00046326
0.00128805,0.000464377
0.001288088,0.000465492
0.001288107,0.000466605
0.001288106,0.000467716
0.001288085,0.000468825
0.001288045,0.000469931
0.001287985,0.000471036
0.001287905,0.000472139
0.001287806,0.000473239
0.001287687,0.000474338
0.001287548,0.000475434
0.00128739,0.000476529
0.001287212,0.000477621
0.001287015,0.000478712
0.001286799,0.0004798
0.001286562,0.000480886
0.001286307,0.000481971
0.001286032,0.000483053
0.001285737,0.000484133
0.001285424,0.000485212
0.001285091,0.000486288
0.001284738,0.000487362
0.001284366,0.000488435
0.001283975,0.000489505
0.001283565,0.000490573
0.001283135,0.00049164
0.001282687,0.000492704
0.001282219,0.000493766
0.001281732,0.000494827
0.001281226,0.000495885
0.0012807,0.000496942
0.001280156,0.000497996
0.001279592,0.000499049
0.00127901,0.000500099
0.001278408,0.000501148
0.001277788,0.000502194
0.001277148,0.000503239
0.00127649,0.000504282
0.001275812,0.000505323
0.001275116,0.000506362
0.001274401,0.000507399
0.001273666,0.000508434
0.001272914,0.000509467
0.001272142,0.000510498
0.001271351,0.000511527
0.001270542,0.000512554
0.001269714,0.00051358
0.001268867,0.000514603
0.001268002,0.000515625
0.001267118,0.000516644
0.001266215,0.000517662
0.001265293,0.000518678
0.001264353,0.000519692
0.001263395,0.000520704
0.001262418,0.000521714
0.001261422,0.000522722
0.001260408,0.000523728
0.001259375,0.000524733
0.001258324,0.000525735
0.001257254,0.000526736
0.001256166,0.000527735
0.001255059,0.000528732
0.001253935,0.000529727
0.001252791,0.00053072
0.00125163,0.000531711
0.00125045,0.000532701
0.001249252,0.000533688
0.001248035,0.000534674
0.001246801,0.000535658
0.001245548,0.00053664
0.001244277,0.00053762
0.001242987,0.000538599
0.00124168,0.000539575
0.001240354,0.00054055
0.001239011,0.000541523
0.001237649,0.000542494
0.001236269,0.000543463
0.001234871,0.000544431
0.001233456,0.000545396
0.001232022,0.00054636
0.00123057,0.000547322
0.0012291,0.000548282
0.001227612,0.00054924
0.001226107,0.000550197
0.001224583,0.000551151
0.001223042,0.000552104
0.001221483,0.000553055
0.001219906,0.000554005
0.001218311,0.000554952
0.001216698,0.000555898
0.001215068,0.000556842
0.00121342,0.000557784
0.001211754,0.000558724
0.00121007,0.000559663
0.001208369,0.0005606
0.00120665,0.000561535
0.001204914,0.000562468
0.00120316,0.0005634
0.001201389,0.000564329
0.001199599,0.000565257
0.001197793,0.000566184
0.001195969,0.000567108
0.001194127,0.000568031
0.001192268,0.000568952
0.001190391,0.000569871
0.001188497,0.000570789
0.001186586,0.000571704
0.001184657,0.000572618
0.001182711,0.000573531
0.001180748,0.000574441
0.001178767,0.00057535
0.001176769,0.000576257
0.001174754,0.000577163
0.001172721,0.000578066
0.001170672,0.000578968
0.001168605,0.000579869
0.001166521,0.000580767
0.001164419,0.000581664
0.001162301,0.000582559
0.001160165,0.000583453
0.001158013,0.000584344
0.001155843,0.000585235
0.001153656,0.000586123
0.001151453,0.00058701
0.001149232,0.000587895
0.001146994,0.000588778
0.001144739,0.00058966
0.001142468,0.000590539
0.001140179,0.000591418
0.001137874,0.000592294
0.001135552,0.000593169
0.001133212,0.000594043
0.001130856,0.000594914
0.001128484,0.000595784
0.001126094,0.000596653
0.001123688,0.000597519
0.001121265,0.000598384
0.001118825,0.000599248
0.001116368,0.000600109
0.001113895,0.000600969
0.001111405,0.000601828
0.001108899,0.000602685
0.001106376,0.00060354
0.001103836,0.000604393
0.00110128,0.000605245
0.001098707,0.000606095
0.001096117,0.000606944
0.001093511,0.000607791
0.001090889,0.000608636
0.00108825,0.00060948
0.001085595,0.000610322
0.001082923,0.000611163
0.001080235,0.000612002
0.001077531,0.000612839
0.00107481,0.000613675
0.001072073,0.000614509
0.001069319,0.000615342
0.00106655,0.000616173
0.001063764,0.000617002
0.001060961,0.00061783
0.001058143,0.000618656
0.001055308,0.000619481
0.001052457,0.000620304
0.00104959,0.000621126
0.001046707,0.000621946
0.001043807,0.000622764
0.001040892,0.000623581
0.00103796,0.000624396
0.001035013,0.00062521
0.001032049,0.000626022
0.001029069,0.000626832
0.001026074,0.000627641
0.001023062,0.000628449
0.001020034,0.000629255
0.001016991,0.000630059
0.001013931,0.000630862
0.001010856,0.000631663
0.001007764,0.000632463
0.001004657,0.000633261
0.001001534,0.000634058
0.000998396,0.000634853
0.000995241,0.000635647
0.000992071,0.000636439
0.000988885,0.000637229
0.000985683,0.000638018
0.000982465,0.000638806
0.000979232,0.000639592
0.000975983,0.000640376
0.000972719,0.00064116
0.000969439,0.000641941
0.000966143,0.000642721
0.000962832,0.0006435
0.000959505,0.000644277
0.000956162,0.000645052
0.000952804,0.000645826
0.000949431,0.000646599
0.000946042,0.00064737
0.000942638,0.000648139
0.000939218,0.000648908
0.000935782,0.000649674
0.000932332,0.000650439
0.000928866,0.000651203
0.000925384,0.000651965
0.000921888,0.000652726
0.000918376,0.000653485
0.000914848,0.000654243
0.000911306,0.000655
0.000907748,0.000655755
0.000904175,0.000656508
0.000900586,0.00065726
0.000896983,0.000658011
0.000893364,0.00065876
0.00088973,0.000659508
0.000886081,0.000660254
0.000882417,0.000660999
0.000878738,0.000661742
0.000875044,0.000662484
0.000871334,0.000663224
0.00086761,0.000663964
0.000863871,0.000664701
0.000860116,0.000665437
0.000856347,0.000666172
0.000852563,0.000666906
0.000848764,0.000667638
0.00084495,0.000668368
0.000841121,0.000669098
0.000837277,0.000669825
0.000833418,0.000670552
0.000829544,0.000671277
0.000825656,0.000672
0.000821753,0.000672722
0.000817835,0.000673443
0.000813902,0.000674163
0.000809955,0.000674881
0.000805993,0.000675597
0.000802016,0.000676313
0.000798024,0.000677026
0.000794018,0.000677739
0.000789998,0.00067845
0.000785962,0.00067916
0.000781912,0.000679868
0.000777848,0.000680575
0.000773769,0.000681281
0.000769675,0.000681985
0.000765567,0.000682688
0.000761444,0.00068339
0.000757307,0.00068409
0.000753156,0.000684789
0.00074899,0.000685486
0.000744809,0.000686182
0.000740614,0.000686877
0.000736405,0.000687571
0.000732182,0.000688263
0.000727944,0.000688954
0.000723692,0.000689643
0.000719425,0.000690331
0.000715145,0.000691018
0.00071085,0.000691704
0.000706541,0.000692388
0.000702217,0.000693071
0.00069788,0.000693752
0.000693528,0.000694432
0.000689162,0.000695111
0.000684782,0.000695789
0.000680388,0.000696465
0.000675979,0.00069714
0.000671557,0.000697814
0.00066712,0.000698486
0.00066267,0.000699157
0.000658205,0.000699827
0.000653727,0.000700496
0.000649234,0.000701163
0.000644728,0.000701829
0.000640208,0.000702493
0.000635673,0.000703157
0.000631125,0.000703819
0.000626563,0.000704479
0.000621987,0.000705139
0.000617397,0.000705797
0.000612794,0.000706454
0.000608176,0.00070711
0.000603545,0.000707764
0.0005989,0.000708417
0.000594241,0.000709069
0.000589569,0.00070972
0.000584883,0.000710369
0.000580183,0.000711017
0.000575469,0.000711664
0.000570742,0.00071231
0.000566001,0.000712954
0.000561247,0.000713597
0.000556479,0.000714239
0.000551697,0.00071488
0.000546902,0.000715519
0.000542093,0.000716158
0.000537271,0.000716794
0.000532435,0.00071743
0.000527586,0.000718065
0.000522724,0.000718698
0.000517848,0.00071933
0.000512958,0.000719961
0.000508055,0.00072059
0.000503139,0.000721219
0.000498209,0.000721846
0.000493266,0.000722472
0.00048831,0.000723097
0.00048334,0.00072372
0.000478357,0.000724343
0.000473361,0.000724964
0.000468351,0.000725584
0.000463329,0.000726202
0.000458293,0.00072682
0.000453244,0.000727436
0.000448181,0.000728051
0.000443106,0.000728665
0.000438017,0.000729278
0.000432916,0.00072989
0.000427801,0.0007305
0.000422673,0.00073111
0.000417532,0.000731718
0.000412378,0.000732325
0.000407211,0.00073293
0.000402031,0.000733535
0.000396838,0.000734138
0.000391632,0.000734741
0.000386413,0.000735342
0.000381181,0.000735942
0.000375936,0.00073654
0.000370678,0.000737138
0.000365408,0.000737734
0.000360124,0.00073833
0.000354828,0.000738924
0.000349519,0.000739517
0.000344197,0.000740109
0.000338862,0.000740699
0.000333515,0.000741289
0.000328155,0.000741878
0.000322782,0.000742465
0.000317396,0.000743051
0.000311998,0.000743636
0.000306587,0.00074422
0.000301163,0.000744803
0.000295727,0.000745385
0.000290278,0.000745965
0.000284816,0.000746545
0.000279342,0.000747123
0.000273855,0.0007477
0.000268356,0.000748276
0.000262844,0.000748851
0.00025732,0.000749425
0.000251783,0.000749998
0.000246234,0.00075057
0.000240672,0.00075114
0.000235098,0.00075171
0.000229512,0.000752278
0.000223913,0.000752846
0.000218302,0.000753412
0.000212678,0.000753977
0.000207042,0.000754541
0.000201393,0.000755104
0.000195733,0.000755666
0.00019006,0.000756227
0.000184375,0.000756786
0.000178677,0.000757345
0.000172967,0.000757903
0.000167245,0.000758459
0.000161511,0.000759014
0.000155765,0.000759569
0.000150007,0.000760122
0.000144236,0.000760674
0.000138453,0.000761226
0.000132658,0.000761776
0.000126851,0.000762325
0.000121032,0.000762873
0.000115201,0.00076342
0.000109358,0.000763966
0.000103503,0.000764511
9.76E-05,7.65E-04
9.18E-05,7.66E-04
8.59E-05,7.66E-04
8.00E-05,7.67E-04
7.40E-05,7.67E-04
6.81E-05,7.68E-04
6.22E-05,7.68E-04
5.62E-05,7.69E-04
5.03E-05,7.69E-04
4.43E-05,7.70E-04
3.83E-05,7.70E-04
3.23E-05,7.71E-04
2.63E-05,7.72E-04
2.03E-05,7.72E-04
1.42E-05,7.73E-04
8.20E-06,7.73E-04
2.14E-06,7.74E-04
-3.92E-06,7.74E-04
-1.00E-05,7.75E-04
-1.61E-05,7.75E-04
-2.22E-05,7.76E-04
-2.83E-05,7.76E-04
-3.44E-05,7.77E-04
-4.06E-05,7.77E-04
-4.67E-05,7.78E-04
-5.29E-05,7.78E-04
-5.91E-05,7.79E-04
-6.52E-05,7.79E-04
-7.14E-05,7.80E-04
-7.77E-05,7.80E-04
-8.39E-05,7.81E-04
-9.01E-05,7.81E-04
-9.63E-05,7.82E-04
-0.000102597,0.00078243
-0.000108862,0.00078294
-0.000115138,0.000783448
-0.000121425,0.000783956
-0.000127724,0.000784463
-0.000134034,0.000784969
-0.000140356,0.000785474
-0.000146688,0.000785977
-0.000153032,0.00078648
-0.000159388,0.000786982
-0.000165754,0.000787483
-0.000172132,0.000787983
-0.000178521,0.000788483
-0.000184921,0.000788981
-0.000191332,0.000789478
-0.000197755,0.000789974
-0.000204188,0.00079047
-0.000210633,0.000790964
-0.000217089,0.000791457
-0.000223556,0.00079195
-0.000230034,0.000792442
-0.000236523,0.000792932
-0.000243023,0.000793422
-0.000249534,0.000793911
-0.000256056,0.000794399
-0.00026259,0.000794886
-0.000269134,0.000795372
-0.000275689,0.000795857
-0.000282255,0.000796341
-0.000288832,0.000796825
-0.000295419,0.000797307
-0.000302018,0.000797789
-0.000308628,0.000798269
-0.000315248,0.000798749
-0.000321879,0.000799228
-0.000328521,0.000799706
-0.000335174,0.000800183
-0.000341838,0.000800659
-0.000348512,0.000801134
-0.000355198,0.000801608
-0.000361893,0.000802082
-0.0003686,0.000802554
-0.000375317,0.000803026
-0.000382045,0.000803497
-0.000388784,0.000803967
-0.000395533,0.000804436
-0.000402293,0.000804904
-0.000409064,0.000805371
-0.000415845,0.000805837
-0.000422637,0.000806303
-0.000429439,0.000806767
-0.000436252,0.000807231
-0.000443075,0.000807694
-0.000449909,0.000808156
-0.000456754,0.000808617
-0.000463608,0.000809078
-0.000470474,0.000809537
-0.00047735,0.000809996
-0.000484236,0.000810454
-0.000491132,0.00081091
-0.000498039,0.000811367
-0.000504957,0.000811822
-0.000511885,0.000812276
-0.000518823,0.00081273
-0.000525771,0.000813182
-0.00053273,0.000813634
-0.000539699,0.000814085
-0.000546678,0.000814535
-0.000553668,0.000814985
-0.000560668,0.000815433
-0.000567678,0.000815881
-0.000574698,0.000816328
-0.000581729,0.000816774
-0.000588769,0.000817219
-0.00059582,0.000817663
-0.000602881,0.000818107
-0.000609952,0.000818549
-0.000617034,0.000818991
-0.000624125,0.000819432
-0.000631227,0.000819873
-0.000638338,0.000820312
-0.00064546,0.000820751
-0.000652591,0.000821189
-0.000659733,0.000821626
-0.000666884,0.000822062
-0.000674046,0.000822497
-0.000681218,0.000822932
-0.000688399,0.000823366
-0.000695591,0.000823799
-0.000702792,0.000824231
-0.000710003,0.000824663
-0.000717224,0.000825093
-0.000724456,0.000825523
-0.000731696,0.000825952
-0.000738947,0.000826381
-0.000746208,0.000826808
-0.000753478,0.000827235
-0.000760758,0.000827661
-0.000768048,0.000828086
-0.000775348,0.000828511
-0.000782657,0.000828934
-0.000789977,0.000829357
-0.000797306,0.000829779
-0.000804644,0.000830201
-0.000811992,0.000830621
-0.00081935,0.000831041
-0.000826718,0.00083146
-0.000834095,0.000831878
-0.000841482,0.000832296
-0.000848878,0.000832713
-0.000856284,0.000833129
-0.0008637,0.000833544
-0.000871125,0.000833958
-0.00087856,0.000834372
-0.000886004,0.000834785
-0.000893458,0.000835197
-0.000900921,0.000835609
-0.000908394,0.00083602
-0.000915876,0.00083643
-0.000923367,0.000836839
-0.000930868,0.000837248
-0.000938379,0.000837656
-0.000945898,0.000838063
-0.000953427,0.000838469
-0.000960966,0.000838875
-0.000968514,0.00083928
-0.000976071,0.000839684
-0.000983638,0.000840087
-0.000991213,0.00084049
-0.000998798,0.000840892
-0.001006393,0.000841293
-0.001013996,0.000841694
-0.001021609,0.000842094
-0.001029231,0.000842493
-0.001036863,0.000842892
-0.001044503,0.000843289
-0.001052153,0.000843686
-0.001059811,0.000844083
-0.001067479,0.000844478
-0.001075156,0.000844873
-0.001082843,0.000845268
-0.001090538,0.000845661
-0.001098242,0.000846054
-0.001105956,0.000846446
-0.001113678,0.000846838
-0.001121409,0.000847228
-0.00112915,0.000847618
-0.001136899,0.000848008
-0.001144658,0.000848396
-0.001152425,0.000848784
-0.001160202,0.000849172
-0.001167987,0.000849558
-0.001175781,0.000849944
-0.001183585,0.00085033
-0.001191397,0.000850714
-0.001199218,0.000851098
-0.001207048,0.000851482
-0.001214886,0.000851864
-0.001222734,0.000852246
-0.00123059,0.000852627
-0.001238455,0.000853008
-0.001246329,0.000853388
-0.001254212,0.000853767
-0.001262103,0.000854146
-0.001270003,0.000854524
-0.001277912,0.000854901
-0.00128583,0.000855278
-0.001293756,0.000855654
-0.001301691,0.000856029
-0.001309635,0.000856404
-0.001317587,0.000856778
-0.001325548,0.000857152
-0.001333518,0.000857524
-0.001341496,0.000857896
-0.001349483,0.000858268
-0.001357478,0.000858639
-0.001365482,0.000859009
-0.001373494,0.000859379
-0.001381515,0.000859748
-0.001389545,0.000860116
-0.001397583,0.000860484
-0.001405629,0.000860851
-0.001413684,0.000861217
-0.001421747,0.000861583
-0.001429819,0.000861948
-0.0014379,0.000862313
-0.001445988,0.000862676
-0.001454085,0.00086304
-0.001462191,0.000863403
-0.001470304,0.000863765
-0.001478427,0.000864126
-0.001486557,0.000864487
-0.001494696,0.000864847
-0.001502843,0.000865207
-0.001510998,0.000865566
-0.001519162,0.000865924
-0.001527334,0.000866282
-0.001535514,0.000866639
-0.001543702,0.000866996
-0.001551899,0.000867352
-0.001560104,0.000867707
-0.001568317,0.000868062
-0.001576538,0.000868417
-0.001584767,0.00086877
-0.001593005,0.000869123
-0.00160125,0.000869476
-0.001609504,0.000869828
-0.001617766,0.000870179
-0.001626036,0.00087053
-0.001634314,0.00087088
-0.0016426,0.000871229
-0.001650894,0.000871578
-0.001659196,0.000871927
-0.001667506,0.000872275
-0.001675824,0.000872622
-0.00168415,0.000872968
-0.001692484,0.000873315
-0.001700826,0.00087366
-0.001709176,0.000874005
-0.001717533,0.00087435
-0.001725899,0.000874693
-0.001734273,0.000875037
-0.001742654,0.000875379
-0.001751044,0.000875722
-0.001759441,0.000876063
-0.001767846,0.000876404
-0.001776259,0.000876745
-0.001784679,0.000877085
-0.001793108,0.000877424
-0.001801544,0.000877763
-0.001809988,0.000878101
-0.00181844,0.000878439
-0.001826899,0.000878776
-0.001835366,0.000879113
-0.001843841,0.000879449
-0.001852324,0.000879784
-0.001860814,0.000880119
-0.001869312,0.000880454
-0.001877817,0.000880788
-0.001886331,0.000881121
-0.001894851,0.000881454
-0.00190338,0.000881787
-0.001911916,0.000882118
-0.001920459,0.00088245
-0.001929011,0.00088278
-0.001937569,0.000883111
-0.001946135,0.00088344
-0.001954709,0.00088377
-0.00196329,0.000884098
-0.001971879,0.000884427
-0.001980475,0.000884754
-0.001989079,0.000885081
-0.00199769,0.000885408
-0.002006309,0.000885734
-0.002014935,0.00088606
-0.002023568,0.000886385
-0.002032209,0.000886709
-0.002040857,0.000887033
-0.002049512,0.000887357
-0.002058175,0.00088768
-0.002066845,0.000888003
-0.002075523,0.000888325
-0.002084208,0.000888646
-0.0020929,0.000888967
-0.002101599,0.000889288
-0.002110306,0.000889608
-0.00211902,0.000889928
-0.002127741,0.000890247
-0.002136469,0.000890565
-0.002145205,0.000890884
-0.002153947,0.000891201
-0.002162697,0.000891518
-0.002171455,0.000891835
-0.002180219,0.000892151
-0.00218899,0.000892467
-0.002197769,0.000892782
-0.002206554,0.000893097
-0.002215347,0.000893411
-0.002224147,0.000893725
-0.002232954,0.000894038
-0.002241768,0.000894351
-0.002250589,0.000894664
-0.002259417,0.000894976
-0.002268252,0.000895287
-0.002277094,0.000895598
-0.002285943,0.000895908
-0.002294799,0.000896219
-0.002303662,0.000896528
-0.002312531,0.000896837
-0.002321408,0.000897146
-0.002330292,0.000897454
-0.002339183,0.000897762
-0.00234808,0.000898069
-0.002356984,0.000898376
-0.002365896,0.000898683
-0.002374814,0.000898989
-0.002383739,0.000899294
-0.002392671,0.000899599
-0.002401609,0.000899904
-0.002410555,0.000900208
-0.002419507,0.000900512
-0.002428466,0.000900815
-0.002437431,0.000901118
-0.002446404,0.00090142
-0.002455383,0.000901722
-0.002464369,0.000902024
-0.002473361,0.000902325
-0.002482361,0.000902626
-0.002491366,0.000902926
-0.002500379,0.000903226
-0.002509398,0.000903525
-0.002518424,0.000903824
-0.002527457,0.000904123
-0.002536496,0.000904421
-0.002545541,0.000904719
-0.002554594,0.000905016
-0.002563652,0.000905313
-0.002572718,0.000905609
-0.00258179,0.000905905
-0.002590868,0.000906201
-0.002599953,0.000906496
-0.002609045,0.000906791
-0.002618142,0.000907085
-0.002627247,0.000907379
-0.002636358,0.000907673
-0.002645475,0.000907966
-0.002654599,0.000908259
-0.002663729,0.000908551
-0.002672866,0.000908843
-0.002682008,0.000909134
-0.002691158,0.000909426
-0.002700314,0.000909716
-0.002709476,0.000910007
-0.002718644,0.000910297
-0.002727819,0.000910586
-0.002737,0.000910875
-0.002746187,0.000911164
-0.002755381,0.000911453
-0.002764581,0.000911741
-0.002773787,0.000912028
-0.002782999,0.000912315
-0.002792218,0.000912602
-0.002801443,0.000912889
-0.002810674,0.000913175
-0.002819911,0.00091346
-0.002829155,0.000913746
-0.002838404,0.000914031
-0.00284766,0.000914315
-0.002856922,0.0009146
-0.00286619,0.000914883
-0.002875464,0.000915167
-0.002884744,0.00091545
-0.002894031,0.000915733
-0.002903323,0.000916015
-0.002912622,0.000916297
-0.002921926,0.000916578
-0.002931237,0.00091686
-0.002940553,0.000917141
-0.002949876,0.000917421
-0.002959205,0.000917701
-0.002968539,0.000917981
