caf4 50,caf4 100
-0.000497027,0.000308617
-0.000494731,0.000316867
-0.000492438,0.000325102
-0.000490149,0.000333322
-0.000487863,0.000341527
-0.00048558,0.000349717
-0.0004833,0.000357891
-0.000481023,0.000366051
-0.00047875,0.000374196
-0.00047648,0.000382326
-0.000474213,0.000390441
-0.000471949,0.000398541
-0.000469689,0.000406627
-0.000467431,0.000414697
-0.000465177,0.000422753
-0.000462926,0.000430794
-0.000460677,0.000438821
-0.000458432,0.000446833
-0.00045619,0.00045483
-0.000453951,0.000462813
-0.000451715,0.000470781
-0.000449482,0.000478734
-0.000447252,0.000486673
-0.000445026,0.000494598
-0.000442802,0.000502508
-0.000440581,0.000510404
-0.000438363,0.000518285
-0.000436147,0.000526153
-0.000433935,0.000534005
-0.000431726,0.000541844
-0.00042952,0.000549668
-0.000427316,0.000557478
-0.000425116,0.000565274
-0.000422918,0.000573056
-0.000420723,0.000580824
-0.000418531,0.000588577
-0.000416342,0.000596317
-0.000414156,0.000604042
-0.000411972,0.000611754
-0.000409791,0.000619452
-0.000407613,0.000627135
-0.000405438,0.000634805
-0.000403265,0.000642461
-0.000401095,0.000650103
-0.000398928,0.000657731
-0.000396764,0.000665346
-0.000394602,0.000672947
-0.000392443,0.000680534
-0.000390287,0.000688107
-0.000388133,0.000695667
-0.000385982,0.000703213
-0.000383834,0.000710745
-0.000381688,0.000718264
-0.000379545,0.00072577
-0.000377404,0.000733262
-0.000375266,0.00074074
-0.00037313,0.000748205
-0.000370997,0.000755657
-0.000368867,0.000763095
-0.000366739,0.00077052
-0.000364613,0.000777931
-0.000362491,0.00078533
-0.00036037,0.000792715
-0.000358252,0.000800087
-0.000356137,0.000807445
-0.000354023,0.000814791
-0.000351913,0.000822123
-0.000349805,0.000829442
-0.000347699,0.000836749
-0.000345595,0.000844042
-0.000343494,0.000851322
-0.000341395,0.000858589
-0.000339299,0.000865843
-0.000337205,0.000873085
-0.000335113,0.000880313
-0.000333024,0.000887528
-0.000330937,0.000894731
-0.000328852,0.000901921
-0.00032677,0.000909098
-0.000324689,0.000916263
-0.000322611,0.000923414
-0.000320536,0.000930553
-0.000318462,0.000937679
-0.000316391,0.000944793
-0.000314322,0.000951894
-0.000312255,0.000958983
-0.00031019,0.000966059
-0.000308127,0.000973122
-0.000306067,0.000980173
-0.000304009,0.000987212
-0.000301952,0.000994238
-0.000299898,0.001001252
-0.000297846,0.001008253
-0.000295796,0.001015242
-0.000293749,0.001022219
-0.000291703,0.001029184
-0.000289659,0.001036136
-0.000287617,0.001043076
-0.000285578,0.001050004
-0.00028354,0.00105692
-0.000281504,0.001063823
-0.000279471,0.001070715
-0.000277439,0.001077594
-0.000275409,0.001084461
-0.000273382,0.001091317
-0.000271356,0.00109816
-0.000269332,0.001104992
-0.00026731,0.001111811
-0.00026529,0.001118619
-0.000263272,0.001125414
-0.000261255,0.001132198
-0.000259241,0.001138971
-0.000257228,0.001145731
-0.000255217,0.001152479
-0.000253208,0.001159216
-0.000251201,0.001165941
