rtt102 50,rtt102 100
1.43E-05,3.05E-03
2.72E-05,3.04E-03
4.02E-05,3.03E-03
5.31E-05,3.01E-03
6.59E-05,3.00E-03
7.88E-05,2.99E-03
9.16E-05,2.97E-03
0.000104352,0.002959478
0.000117092,0.00294645
0.000129801,0.002933455
0.000142479,0.002920493
0.000155126,0.002907564
0.000167741,0.002894667
0.000180325,0.002881802
0.000192878,0.00286897
0.0002054,0.002856171
0.000217891,0.002843404
0.000230351,0.00283067
0.00024278,0.002817968
0.000255178,0.002805298
0.000267546,0.002792661
0.000279883,0.002780056
0.000292189,0.002767484
0.000304465,0.002754944
0.00031671,0.002742436
0.000328925,0.00272996
0.000341109,0.002717517
0.000353264,0.002705105
0.000365388,0.002692726
0.000377481,0.002680379
0.000389545,0.002668064
0.000401579,0.002655781
0.000413582,0.00264353
0.000425556,0.00263131
0.0004375,0.002619123
0.000449414,0.002606968
0.000461298,0.002594845
0.000473153,0.002582753
0.000484977,0.002570694
0.000496773,0.002558666
0.000508539,0.00254667
0.000520275,0.002534705
0.000531982,0.002522773
0.00054366,0.002510872
0.000555308,0.002499002
0.000566928,0.002487164
0.000578518,0.002475358
0.000590079,0.002463584
0.000601611,0.00245184
0.000613114,0.002440129
0.000624588,0.002428449
0.000636033,0.0024168
0.00064745,0.002405182
0.000658837,0.002393596
0.000670197,0.002382042
0.000681527,0.002370518
0.000692829,0.002359026
0.000704103,0.002347565
0.000715348,0.002336136
0.000726564,0.002324737
0.000737753,0.00231337
0.000748913,0.002302034
0.000760045,0.002290729
0.000771149,0.002279455
0.000782225,0.002268212
0.000793272,0.002257
0.000804292,0.002245819
0.000815284,0.002234668
0.000826248,0.002223549
0.000837185,0.002212461
0.000848093,0.002201404
0.000858974,0.002190377
0.000869828,0.002179381
0.000880653,0.002168416
0.000891452,0.002157482
0.000902223,0.002146578
0.000912966,0.002135705
0.000923683,0.002124863
0.000934372,0.002114051
0.000945034,0.00210327
0.000955668,0.00209252
0.000966276,0.0020818
0.000976857,0.00207111
0.000987411,0.002060451
0.000997937,0.002049823
0.001008437,0.002039224
0.001018911,0.002028657
0.001029357,0.002018119
0.001039777,0.002007612
0.00105017,0.001997135
0.001060537,0.001986689
0.001070877,0.001976272
0.001081191,0.001965886
0.001091478,0.00195553
0.001101739,0.001945204
0.001111974,0.001934909
0.001122183,0.001924643
0.001132365,0.001914407
0.001142522,0.001904202
0.001152652,0.001894026
0.001162757,0.001883881
0.001172835,0.001873765
0.001182888,0.00186368
0.001192915,0.001853624
0.001202916,0.001843598
0.001212891,0.001833602
0.001222841,0.001823635
0.001232765,0.001813699
0.001242664,0.001803792
0.001252537,0.001793915
0.001262385,0.001784067
0.001272207,0.001774249
0.001282005,0.001764461
0.001291777,0.001754703
0.001301523,0.001744974
0.001311245,0.001735274
0.001320942,0.001725604
0.001330613,0.001715964
0.00134026,0.001706353
0.001349882,0.001696771
0.001359478,0.001687219
0.001369051,0.001677696
0.001378598,0.001668202
0.001388121,0.001658738
0.001397619,0.001649303
0.001407092,0.001639897
0.001416541,0.001630521
0.001425966,0.001621174
0.001435366,0.001611856
0.001444742,0.001602567
0.001454094,0.001593307
0.001463421,0.001584076
0.001472724,0.001574874
0.001482003,0.001565701
0.001491258,0.001556558
0.001500489,0.001547443
0.001509696,0.001538357
0.001518879,0.0015293
0.001528038,0.001520272
0.001537174,0.001511273
0.001546286,0.001502303
0.001555374,0.001493361
0.001564438,0.001484448
0.001573479,0.001475564
0.001582496,0.001466709
0.00159149,0.001457882
0.001600461,0.001449084
0.001609408,0.001440315
0.001618332,0.001431574
0.001627232,0.001422862
0.00163611,0.001414178
0.001644964,0.001405523
0.001653795,0.001396897
0.001662604,0.001388298
0.001671389,0.001379729
0.001680151,0.001371187
0.00168889,0.001362674
0.001697607,0.00135419
0.001706301,0.001345734
0.001714972,0.001337306
0.001723621,0.001328906
0.001732246,0.001320534
0.00174085,0.001312191
0.001749431,0.001303876
0.001757989,0.001295589
0.001766525,0.00128733
0.001775039,0.0012791
0.00178353,0.001270897
0.001791999,0.001262722
0.001800447,0.001254576
0.001808871,0.001246457
0.001817274,0.001238367
0.001825655,0.001230304
0.001834014,0.001222269
0.001842351,0.001214262
0.001850666,0.001206283
0.00185896,0.001198332
0.001867231,0.001190409
0.001875481,0.001182513
0.001883709,0.001174645
0.001891916,0.001166805
0.001900101,0.001158992
0.001908265,0.001151208
0.001916407,0.00114345
0.001924528,0.001135721
0.001932627,0.001128019
0.001940705,0.001120344
