VP16 100,VP16 100
0.007435726,0
0.007391295,0
0.007346963,0
0.007302728,0
0.00725859,0
0.00721455,0
0.007170608,0
0.007126762,0
0.007083014,0
0.007039363,0
0.006995809,0
0.006952352,0
0.006908991,0
0.006865728,0
0.00682256,0
0.006779489,0
0.006736515,0
0.006693637,0
0.006650854,0
0.006608168,0
0.006565578,0
0.006523084,0
0.006480685,0
0.006438382,0
0.006396174,0
0.006354062,0
0.006312045,0
0.006270123,0
0.006228296,0
0.006186564,0
0.006144927,0
0.006103385,0
0.006061937,0
0.006020584,0
0.005979326,0
0.005938161,0
0.005897091,0
0.005856116,0
0.005815234,0
0.005774446,0
0.005733752,0
0.005693151,0
0.005652645,0
0.005612231,0
0.005571912,0
0.005531685,0
0.005491552,0
0.005451512,0
0.005411565,0
0.00537171,0
0.005331949,0
0.00529228,0
0.005252704,0
5.21E-03,0
5.17E-03,0
5.13E-03,0
5.10E-03,0
5.06E-03,0
5.02E-03,0
4.98E-03,0
4.94E-03,0
4.90E-03,0
4.86E-03,0
4.82E-03,0
4.78E-03,0
4.75E-03,0
4.71E-03,0
0.004670105,0
0.004631996,0
0.004593979,0
0.004556052,0
0.004518216,0
0.004480471,0
0.004442816,0
0.004405252,0
0.004367778,0
0.004330394,0
0.0042931,0
0.004255896,0
0.004218782,0
0.004181758,0
0.004144823,0
0.004107978,0
0.004071223,0
0.004034557,0
0.00399798,0
0.003961493,0
0.003925095,0
0.003888785,0
0.003852565,0
0.003816433,0
0.00378039,0
0.003744436,0
0.003708571,0
0.003672793,0
0.003637104,0
0.003601504,0
0.003565991,0
0.003530567,0
0.00349523,0
0.003459981,0
0.00342482,0
0.003389747,0
0.003354761,0
0.003319863,0
0.003285052,0
0.003250329,0
0.003215692,0
0.003181143,0
0.00314668,0
0.003112305,0
0.003078016,0
0.003043814,0
0.003009699,0
0.00297567,0
0.002941728,0
0.002907872,0
0.002874102,0
0.002840418,0
0.00280682,0
0.002773309,0
0.002739883,0
0.002706543,0
0.002673288,0
0.002640119,0
0.002607036,0
0.002574038,0
0.002541125,0
0.002508298,0
0.002475555,0
0.002442898,0
0.002410325,0
0.002377838,0
0.002345435,0
0.002313117,0
0.002280883,0
0.002248734,0
0.002216669,0
0.002184688,0
0.002152791,0
0.002120979,0
0.002089251,0
0.002057606,0
0.002026046,0
0.001994569,0
0.001963175,0
0.001931865,0
0.001900639,0
0.001869496,0
0.001838436,0
0.00180746,0
0.001776566,0
0.001745756,0
0.001715028,0
0.001684384,0
0.001653821,0
0.001623342,0
0.001592945,0
0.001562631,0
0.001532399,0
0.001502249,0
0.001472181,0
0.001442196,0
0.001412292,0
0.00138247,0
0.00135273,0
0.001323072,0
0.001293496,0
0.001264001,0
0.001234588,0
0.001205255,0
0.001176005,0
0.001146835,0
0.001117747,0
0.001088739,0
0.001059813,0
0.001030967,0
0.001002202,0
0.000973518,0
0.000944914,0
0.000916391,0
0.000887948,0
0.000859585,0
0.000831303,0
0.000803101,0
0.000774979,0
0.000746937,0
0.000718974,0
0.000691092,0
0.000663289,0
0.000635566,0
0.000607922,0
0.000580358,0
0.000552873,0
0.000525468,0
0.000498141,0
0.000470894,0
0.000443726,0
0.000416636,0
0.000389626,0
0.000362694,0
0.000335841,0
0.000309066,0
0.00028237,0
0.000255753,0
0.000229213,0
0.000202752,0
0.00017637,0
0.000150065,0
0.000123838,0
9.77E-05,0
7.16E-05,0
4.56E-05,0
1.97E-05,0
-6.13E-06,0
-3.19E-05,0
-5.76E-05,0
-8.32E-05,0
-1.09E-04,0
-0.000134161,0
-0.000159535,0
-0.000184833,0
-0.000210054,0
-0.000235198,0
-0.000260265,0
-0.000285256,0
-0.00031017,0
-0.000335007,0
-0.000359769,0
-0.000384453,0
-0.000409062,0
-0.000433595,0
-0.000458051,0
-0.000482432,0
-0.000506737,0
-0.000530965,0
-0.000555119,0
-0.000579196,0
-0.000603198,0
-0.000627124,0
-0.000650976,0
-0.000674751,0
-0.000698452,0
-0.000722077,0
-0.000745628,0
-0.000769103,0
-0.000792503,0
-0.000815829,0
-0.00083908,0
-0.000862256,0
-0.000885358,0
-0.000908385,0
-0.000931337,0
-0.000954216,0
-0.00097702,0
-0.00099975,0
-0.001022406,0
-0.001044987,0
-0.001067495,0
-0.001089929,0
-0.00111229,0
-0.001134576,0
-0.001156789,0
-0.001178929,0
-0.001200994,0
-0.001222987,0
-0.001244906,0
-0.001266752,0
-0.001288525,0
-0.001310225,0
-0.001331852,0
-0.001353406,0
-0.001374887,0
-0.001396296,0
-0.001417631,0
-0.001438895,0
-0.001460085,0
-0.001481204,0
-0.001502249,0
-0.001523223,0
-0.001544125,0
-0.001564954,0
-0.001585711,0
-0.001606396,0
-0.00162701,0
-0.001647551,0
-0.001668021,0
-0.00168842,0
-0.001708746,0
-0.001729002,0
-0.001749185,0
-0.001769298,0
-0.001789339,0
-0.001809309,0
-0.001829208,0
-0.001849036,0
-0.001868793,0
-0.001888479,0
-0.001908094,0
-0.001927638,0
-0.001947112,0
-0.001966515,0
-0.001985848,0
-0.00200511,0
-0.002024302,0
-0.002043424,0
-0.002062476,0
-0.002081457,0
-0.002100368,0
-0.00211921,0
-0.002137981,0
-0.002156683,0
-0.002175315,0
-0.002193877,0
-0.00221237,0
-0.002230793,0
-0.002249147,0
-0.002267431,0
-0.002285646,0
-0.002303792,0
-0.002321869,0
-0.002339877,0
-0.002357815,0
-0.002375685,0
-0.002393486,0
-0.002411218,0
-0.002428882,0
-0.002446476,0
-0.002464003,0
-0.00248146,0
-0.00249885,0
-0.002516171,0
-0.002533424,0
-0.002550608,0
-0.002567725,0
-0.002584773,0
-0.002601754,0
-0.002618666,0
-0.002635511,0
-0.002652288,0
-0.002668997,0
-0.002685639,0
-0.002702213,0
-0.00271872,0
-0.00273516,0
-0.002751532,0
-0.002767837,0
-0.002784074,0
-0.002800245,0
-0.002816348,0
-0.002832385,0
-0.002848355,0
-0.002864258,0
-0.002880094,0
-0.002895864,0
-0.002911566,0
-0.002927203,0
-0.002942773,0
-0.002958276,0
-0.002973714,0
