ies1 50,ies1 50
-0.000152512,0
-0.000135,0
-0.000117514,0
-0.000100053,0
-8.26E-05,0
-6.52E-05,0
-4.78E-05,0
-3.05E-05,0
-1.31E-05,0
4.17E-06,0
2.15E-05,0
3.87E-05,0
5.59E-05,0
7.31E-05,0
9.03E-05,0
0.000107479,0
0.000124608,0
0.000141712,0
0.00015879,0
0.000175843,0
0.00019287,0
0.000209873,0
0.00022685,0
0.000243802,0
0.000260729,0
0.000277631,0
0.000294508,0
0.00031136,0
0.000328186,0
0.000344988,0
0.000361764,0
0.000378516,0
0.000395243,0
0.000411944,0
0.000428621,0
0.000445273,0
0.0004619,0
0.000478503,0
0.00049508,0
0.000511633,0
0.000528161,0
0.000544664,0
0.000561143,0
0.000577596,0
0.000594026,0
0.00061043,0
0.00062681,0
0.000643166,0
0.000659497,0
0.000675803,0
0.000692085,0
0.000708343,0
0.000724576,0
0.000740784,0
0.000756968,0
0.000773128,0
0.000789264,0
0.000805375,0
0.000821462,0
0.000837524,0
0.000853563,0
0.000869577,0
0.000885567,0
0.000901533,0
0.000917474,0
0.000933392,0
0.000949285,0
0.000965155,0
0.000981,0
0.000996821,0
0.001012619,0
0.001028392,0
0.001044141,0
0.001059867,0
0.001075569,0
0.001091246,0
0.0011069,0
0.00112253,0
0.001138136,0
0.001153719,0
0.001169278,0
0.001184813,0
0.001200324,0
0.001215812,0
0.001231276,0
0.001246716,0
0.001262133,0
0.001277526,0
0.001292896,0
0.001308242,0
0.001323565,0
0.001338864,0
0.00135414,0
0.001369392,0
0.001384621,0
0.001399826,0
0.001415009,0
0.001430167,0
0.001445303,0
0.001460415,0
0.001475504,0
0.00149057,0
0.001505613,0
0.001520632,0
0.001535628,0
0.001550601,0
0.001565551,0
0.001580478,0
0.001595382,0
0.001610263,0
0.001625121,0
0.001639955,0
0.001654767,0
0.001669556,0
0.001684322,0
0.001699065,0
0.001713785,0
0.001728483,0
0.001743157,0
0.001757809,0
0.001772438,0
0.001787044,0
0.001801628,0
0.001816188,0
0.001830727,0
0.001845242,0
0.001859735,0
0.001874205,0
0.001888653,0
0.001903078,0
0.00191748,0
0.00193186,0
0.001946218,0
0.001960553,0
0.001974866,0
0.001989156,0
0.002003424,0
0.002017669,0
0.002031892,0
0.002046093,0
0.002060272,0
0.002074428,0
0.002088562,0
0.002102674,0
0.002116763,0
0.002130831,0
0.002144876,0
0.002158899,0
0.0021729,0
0.002186879,0
0.002200836,0
0.002214771,0
0.002228683,0
0.002242574,0
0.002256443,0
0.00227029,0
0.002284115,0
0.002297918,0
0.002311699,0
0.002325459,0
0.002339196,0
0.002352912,0
0.002366606,0
0.002380278,0
0.002393928,0
0.002407557,0
0.002421164,0
0.002434749,0
0.002448313,0
0.002461855,0
0.002475376,0
0.002488875,0
0.002502352,0
0.002515808,0
0.002529242,0
0.002542655,0
0.002556047,0
0.002569417,0
0.002582765,0
0.002596092,0
0.002609398,0
0.002622683,0
0.002635946,0
0.002649188,0
0.002662408,0
0.002675608,0
0.002688786,0
0.002701943,0
0.002715079,0
0.002728193,0
0.002741287,0
0.002754359,0
0.00276741,0
0.00278044,0
0.002793449,0
0.002806438,0
0.002819405,0
0.002832351,0
0.002845276,0
0.00285818,0
0.002871063,0
0.002883926,0
0.002896767,0
0.002909588,0
0.002922388,0
0.002935167,0
0.002947926,0
0.002960663,0
0.00297338,0
0.002986076,0
0.002998752,0
0.003011406,0
0.003024041,0
0.003036654,0
0.003049247,0
0.00306182,0
0.003074371,0
0.003086903,0
0.003099414,0
0.003111904,0
0.003124374,0
0.003136823,0
0.003149252,0
0.003161661,0
0.003174049,0
0.003186417,0
0.003198765,0
0.003211092,0
0.003223399,0
0.003235686,0
0.003247952,0
0.003260198,0
0.003272425,0
0.00328463,0
0.003296816,0
0.003308982,0
0.003321127,0
0.003333253,0
0.003345358,0
0.003357444,0
0.003369509,0
0.003381554,0
0.00339358,0
0.003405585,0
0.003417571,0
0.003429536,0
0.003441482,0
0.003453408,0
0.003465314,0
0.0034772,0
0.003489066,0
0.003500913,0
0.00351274,0
0.003524547,0
0.003536334,0
0.003548102,0
0.00355985,0
0.003571579,0
0.003583287,0
0.003594977,0
0.003606646,0
0.003618296,0
0.003629927,0
0.003641538,0
0.003653129,0
0.003664701,0
0.003676254,0
0.003687787,0
0.003699301,0
0.003710795,0
0.00372227,0
0.003733726,0
0.003745162,0
0.003756579,0
0.003767977,0
0.003779355,0
0.003790715,0
0.003802055,0
0.003813376,0
0.003824677,0
0.00383596,0
0.003847223,0
0.003858468,0
0.003869693,0
0.003880899,0
0.003892086,0
0.003903254,0
0.003914403,0
0.003925533,0
0.003936644,0
0.003947737,0
0.00395881,0
0.003969864,0
0.0039809,0
0.003991917,0
0.004002915,0
0.004013894,0
0.004024854,0
0.004035795,0
0.004046718,0
0.004057622,0
0.004068507,0
0.004079374,0
0.004090222,0
0.004101051,0
0.004111862,0
0.004122654,0
0.004133428,0
0.004144183,0
0.004154919,0
0.004165637,0
0.004176336,0
0.004187017,0
0.00419768,0
0.004208324,0
0.00421895,0
0.004229557,0
0.004240146,0
0.004250716,0
0.004261268,0
0.004271802,0
0.004282318,0
0.004292815,0
0.004303294,0
0.004313755,0
0.004324198,0
0.004334623,0
