caf4 100,caf4 100
0.000308617,0
0.000316867,0
0.000325102,0
0.000333322,0
0.000341527,0
0.000349717,0
0.000357891,0
0.000366051,0
0.000374196,0
0.000382326,0
0.000390441,0
0.000398541,0
0.000406627,0
0.000414697,0
0.000422753,0
0.000430794,0
0.000438821,0
0.000446833,0
0.00045483,0
0.000462813,0
0.000470781,0
0.000478734,0
0.000486673,0
0.000494598,0
0.000502508,0
0.000510404,0
0.000518285,0
0.000526153,0
0.000534005,0
0.000541844,0
0.000549668,0
0.000557478,0
0.000565274,0
0.000573056,0
0.000580824,0
0.000588577,0
0.000596317,0
0.000604042,0
0.000611754,0
0.000619452,0
0.000627135,0
0.000634805,0
0.000642461,0
0.000650103,0
0.000657731,0
0.000665346,0
0.000672947,0
0.000680534,0
0.000688107,0
0.000695667,0
0.000703213,0
0.000710745,0
0.000718264,0
0.00072577,0
0.000733262,0
0.00074074,0
0.000748205,0
0.000755657,0
0.000763095,0
0.00077052,0
0.000777931,0
0.00078533,0
0.000792715,0
0.000800087,0
0.000807445,0
0.000814791,0
0.000822123,0
0.000829442,0
0.000836749,0
0.000844042,0
0.000851322,0
0.000858589,0
0.000865843,0
0.000873085,0
0.000880313,0
0.000887528,0
0.000894731,0
0.000901921,0
0.000909098,0
0.000916263,0
0.000923414,0
0.000930553,0
0.000937679,0
0.000944793,0
0.000951894,0
0.000958983,0
0.000966059,0
0.000973122,0
0.000980173,0
0.000987212,0
0.000994238,0
0.001001252,0
0.001008253,0
0.001015242,0
0.001022219,0
0.001029184,0
0.001036136,0
0.001043076,0
0.001050004,0
0.00105692,0
0.001063823,0
0.001070715,0
0.001077594,0
0.001084461,0
0.001091317,0
0.00109816,0
0.001104992,0
0.001111811,0
0.001118619,0
0.001125414,0
0.001132198,0
0.001138971,0
0.001145731,0
0.001152479,0
0.001159216,0
0.001165941,0
0.001172655,0
0.001179357,0
0.001186047,0
0.001192726,0
0.001199393,0
0.001206048,0
0.001212693,0
0.001219325,0
0.001225946,0
0.001232556,0
0.001239155,0
0.001245742,0
0.001252317,0
0.001258882,0
0.001265435,0
0.001271977,0
0.001278508,0
0.001285027,0
0.001291535,0
0.001298033,0
0.001304519,0
0.001310994,0
0.001317458,0
0.001323911,0
0.001330353,0
0.001336784,0
0.001343204,0
0.001349613,0
0.001356012,0
0.001362399,0
0.001368776,0
0.001375142,0
0.001381497,0
0.001387841,0
0.001394175,0
0.001400498,0
0.00140681,0
0.001413112,0
0.001419403,0
0.001425683,0
0.001431953,0
0.001438212,0
0.001444461,0
0.0014507,0
0.001456928,0
0.001463145,0
0.001469353,0
0.001475549,0
0.001481736,0
0.001487912,0
0.001494078,0
0.001500234,0
0.001506379,0
0.001512515,0
0.00151864,0
0.001524755,0
0.001530859,0
0.001536954,0
0.001543039,0
0.001549114,0
0.001555178,0
0.001561233,0
0.001567278,0
0.001573312,0
0.001579337,0
0.001585352,0
0.001591357,0
0.001597353,0
