btt 100,btt 100
0.000281915,0
0.00028058,0
0.000279247,0
0.000277917,0
0.000276591,0
0.000275267,0
0.000273946,0
0.000272629,0
0.000271314,0
0.000270003,0
0.000268694,0
0.000267389,0
0.000266086,0
0.000264787,0
0.000263491,0
0.000262198,0
0.000260908,0
0.000259621,0
0.000258338,0
0.000257058,0
0.00025578,0
0.000254506,0
0.000253236,0
0.000251968,0
0.000250704,0
0.000249443,0
0.000248185,0
0.00024693,0
0.000245679,0
0.000244431,0
0.000243187,0
0.000241945,0
0.000240707,0
0.000239473,0
0.000238241,0
0.000237014,0
0.000235789,0
0.000234568,0
0.00023335,0
0.000232136,0
0.000230925,0
0.000229718,0
0.000228514,0
0.000227313,0
0.000226116,0
0.000224923,0
0.000223733,0
0.000222547,0
0.000221364,0
0.000220184,0
0.000219008,0
0.000217836,0
0.000216668,0
0.000215502,0
0.000214341,0
0.000213183,0
0.000212029,0
0.000210878,0
0.000209731,0
0.000208588,0
0.000207449,0
0.000206313,0
0.00020518,0
0.000204052,0
0.000202927,0
0.000201806,0
0.000200689,0
0.000199575,0
0.000198465,0
0.000197359,0
0.000196257,0
0.000195159,0
0.000194064,0
0.000192974,0
0.000191887,0
0.000190804,0
0.000189724,0
0.000188649,0
0.000187578,0
0.00018651,0
0.000185446,0
0.000184387,0
0.000183331,0
0.000182279,0
0.000181231,0
0.000180187,0
0.000179147,0
0.000178111,0
0.000177079,0
0.000176051,0
0.000175028,0
0.000174008,0
0.000172992,0
0.00017198,0
0.000170972,0
0.000169969,0
0.000168969,0
0.000167974,0
0.000166982,0
0.000165995,0
0.000165012,0
0.000164033,0
0.000163058,0
0.000162088,0
0.000161121,0
0.000160159,0
0.000159201,0
0.000158247,0
0.000157298,0
0.000156352,0
0.000155411,0
0.000154474,0
0.000153542,0
0.000152613,0
0.000151689,0
0.000150769,0
0.000149854,0
0.000148943,0
0.000148036,0
0.000147134,0
0.000146236,0
0.000145342,0
0.000144453,0
0.000143568,0
0.000142687,0
0.000141811,0
0.000140939,0
0.000140072,0
0.000139209,0
0.000138351,0
0.000137497,0
0.000136647,0
0.000135802,0
0.000134962,0
0.000134126,0
0.000133294,0
0.000132467,0
0.000131645,0
0.000130827,0
0.000130014,0
0.000129205,0
0.000128401,0
0.000127601,0
0.000126806,0
0.000126016,0
0.00012523,0
0.000124449,0
0.000123672,0
0.0001229,0
0.000122133,0
0.000121371,0
0.000120613,0
0.00011986,0
0.000119111,0
0.000118367,0
0.000117628,0
0.000116894,0
0.000116164,0
0.00011544,0
0.00011472,0
0.000114004,0
0.000113294,0
0.000112588,0
0.000111887,0
0.000111191,0
0.0001105,0
0.000109813,0
0.000109132,0
0.000108455,0
0.000107783,0
0.000107116,0
0.000106454,0
0.000105797,0
0.000105144,0
