rad6 50,rad6 50
0.000966564,0
0.000949838,0
0.000933155,0
0.000916515,0
0.000899918,0
0.000883363,0
0.000866852,0
0.000850384,0
0.000833959,0
0.000817577,0
0.000801237,0
0.000784941,0
0.000768687,0
0.000752476,0
0.000736307,0
0.000720181,0
0.000704098,0
0.000688058,0
0.00067206,0
0.000656104,0
0.000640191,0
0.000624321,0
0.000608492,0
0.000592707,0
0.000576963,0
0.000561262,0
0.000545603,0
0.000529986,0
0.000514412,0
0.00049888,0
0.000483389,0
0.000467941,0
0.000452535,0
0.000437171,0
0.000421849,0
0.000406569,0
0.000391331,0
0.000376134,0
0.00036098,0
0.000345867,0
0.000330796,0
0.000315767,0
0.000300779,0
0.000285833,0
0.000270929,0
0.000256066,0
0.000241245,0
0.000226465,0
0.000211727,0
0.00019703,0
0.000182375,0
0.000167761,0
0.000153188,0
0.000138656,0
0.000124166,0
0.000109717,0
9.53E-05,0
8.09E-05,0
6.66E-05,0
5.23E-05,0
3.81E-05,0
2.39E-05,0
9.73E-06,0
-4.40E-06,0
-1.85E-05,0
-3.25E-05,0
-4.65E-05,0
-6.05E-05,0
-7.44E-05,0
-8.83E-05,0
-0.000102096,0
-0.00011589,0
-0.000129644,0
-0.000143357,0
-0.00015703,0
-0.000170662,0
-0.000184253,0
-0.000197805,0
-0.000211315,0
-0.000224786,0
-0.000238216,0
-0.000251606,0
-0.000264955,0
-0.000278265,0
-0.000291534,0
-0.000304763,0
-0.000317952,0
-0.000331101,0
-0.00034421,0
-0.000357278,0
-0.000370307,0
-0.000383296,0
-0.000396245,0
-0.000409154,0
-0.000422024,0
-0.000434853,0
-0.000447643,0
-0.000460393,0
-0.000473103,0
-0.000485774,0
-0.000498405,0
-0.000510996,0
-0.000523548,0
-0.000536061,0
-0.000548534,0
-0.000560967,0
-0.000573361,0
-0.000585716,0
-0.000598031,0
-0.000610307,0
-0.000622544,0
-0.000634742,0
-0.0006469,0
-0.000659019,0
-0.000671099,0
-0.00068314,0
-0.000695142,0
-0.000707105,0
-0.000719029,0
-0.000730914,0
-0.00074276,0
-0.000754567,0
-0.000766335,0
-0.000778065,0
-0.000789756,0
-0.000801407,0
-0.000813021,0
-0.000824595,0
-0.000836131,0
-0.000847629,0
-0.000859087,0
-0.000870508,0
-0.000881889,0
-0.000893233,0
-0.000904538,0
-0.000915804,0
