ies1 100,ies1 100
7.08E-05,0
7.55E-05,0
8.02E-05,0
8.50E-05,0
8.97E-05,0
9.44E-05,0
9.92E-05,0
1.04E-04,0
1.09E-04,0
1.13E-04,0
1.18E-04,0
1.23E-04,0
1.28E-04,0
1.32E-04,0
1.37E-04,0
0.000141752,0
0.000146485,0
0.000151219,0
0.000155952,0
0.000160686,0
0.00016542,0
0.000170153,0
0.000174887,0
0.000179621,0
0.000184355,0
0.000189088,0
0.000193822,0
0.000198556,0
0.000203289,0
0.000208023,0
0.000212757,0
0.00021749,0
0.000222224,0
0.000226957,0
0.000231691,0
0.000236424,0
0.000241158,0
0.000245891,0
0.000250625,0
0.000255358,0
0.000260091,0
0.000264824,0
0.000269557,0
0.00027429,0
0.000279023,0
0.000283756,0
0.000288489,0
0.000293221,0
0.000297954,0
0.000302686,0
0.000307419,0
0.000312151,0
0.000316883,0
0.000321615,0
0.000326347,0
0.000331079,0
0.00033581,0
0.000340542,0
0.000345273,0
0.000350004,0
0.000354735,0
0.000359466,0
0.000364197,0
0.000368928,0
0.000373658,0
0.000378388,0
0.000383118,0
0.000387848,0
0.000392578,0
0.000397308,0
0.000402037,0
0.000406766,0
0.000411495,0
0.000416224,0
0.000420952,0
0.000425681,0
0.000430409,0
0.000435137,0
0.000439865,0
0.000444592,0
0.000449319,0
0.000454046,0
0.000458773,0
0.0004635,0
0.000468226,0
0.000472952,0
0.000477678,0
0.000482403,0
0.000487129,0
0.000491854,0
0.000496578,0
0.000501303,0
0.000506027,0
0.000510751,0
0.000515475,0
0.000520198,0
0.000524921,0
0.000529644,0
0.000534366,0
0.000539088,0
0.00054381,0
0.000548532,0
0.000553253,0
0.000557974,0
0.000562695,0
0.000567415,0
0.000572135,0
0.000576854,0
0.000581573,0
0.000586292,0
0.000591011,0
0.000595729,0
0.000600447,0
0.000605164,0
0.000609882,0
0.000614598,0
0.000619315,0
0.000624031,0
0.000628746,0
0.000633462,0
0.000638176,0
0.000642891,0
0.000647605,0
0.000652319,0
0.000657032,0
0.000661745,0
0.000666457,0
0.000671169,0
0.000675881,0
0.000680592,0
0.000685303,0
0.000690013,0
0.000694723,0
0.000699433,0
0.000704142,0
0.00070885,0
0.000713558,0
0.000718266,0
0.000722973,0
0.00072768,0
0.000732386,0
0.000737092,0
0.000741798,0
0.000746502,0
0.000751207,0
0.000755911,0
0.000760614,0
0.000765317,0
0.00077002,0
0.000774722,0
0.000779423,0
0.000784124,0
0.000788825,0
0.000793525,0
0.000798224,0
0.000802923,0
0.000807621,0
0.000812319,0
0.000817017,0
0.000821713,0
0.00082641,0
0.000831105,0
0.000835801,0
0.000840495,0
0.000845189,0
0.000849883,0
0.000854576,0
0.000859268,0
0.00086396,0
0.000868651,0
0.000873342,0
0.000878032,0
0.000882722,0
0.000887411,0
0.000892099,0
0.000896787,0
0.000901474,0
0.000906161,0
0.000910847,0
0.000915532,0
0.000920217,0
0.000924901,0
0.000929584,0
0.000934267,0
0.00093895,0
0.000943631,0
0.000948312,0
0.000952993,0
0.000957673,0
0.000962352,0
0.00096703,0
0.000971708,0
0.000976385,0
0.000981062,0
0.000985737,0
0.000990413,0
0.000995087,0
0.000999761,0
0.001004434,0
0.001009107,0
0.001013779,0
0.00101845,0
0.00102312,0
0.00102779,0
0.001032459,0
0.001037127,0
0.001041795,0
0.001046462,0
0.001051128,0
0.001055794,0
0.001060458,0
0.001065123,0
0.001069786,0
0.001074449,0
0.00107911,0
0.001083772,0
0.001088432,0
0.001093092,0
0.001097751,0
0.001102409,0
0.001107066,0
0.001111723,0
0.001116379,0
0.001121034,0
0.001125689,0
0.001130342,0
0.001134995,0
0.001139647,0
0.001144299,0
0.001148949,0
0.001153599,0
0.001158248,0
0.001162896,0
0.001167544,0
0.00117219,0
0.001176836,0
0.001181481,0
0.001186125,0
0.001190769,0
0.001195411,0
0.001200053,0
0.001204694,0
0.001209334,0
0.001213973,0
0.001218612,0
0.001223249,0
0.001227886,0
0.001232522,0
0.001237157,0
0.001241791,0
0.001246425,0
0.001251057,0
0.001255689,0
0.00126032,0
0.00126495,0
0.001269579,0
0.001274207,0
0.001278834,0
0.001283461,0
0.001288086,0
0.001292711,0
0.001297335,0
0.001301958,0
0.00130658,0
0.001311201,0
0.001315821,0
0.001320441,0
0.001325059,0
0.001329677,0
0.001334293,0
0.001338909,0
0.001343524,0
0.001348137,0
0.00135275,0
0.001357362,0
0.001361973,0
0.001366584,0
0.001371193,0
0.001375801,0
0.001380408,0
0.001385015,0
0.00138962,0
0.001394224,0
0.001398828,0
0.00140343,0
0.001408032,0
0.001412633,0
0.001417232,0
0.001421831,0
0.001426429,0
0.001431025,0
0.001435621,0
0.001440216,0
0.001444809,0
0.001449402,0
0.001453994,0
0.001458585,0
0.001463174,0
0.001467763,0
0.001472351,0
0.001476938,0
0.001481523,0
0.001486108,0
0.001490692,0
0.001495274,0
0.001499856,0
0.001504437,0
0.001509016,0
0.001513595,0
0.001518172,0
0.001522749,0
0.001527324,0
0.001531898,0
0.001536472,0
0.001541044,0
0.001545615,0
0.001550185,0
0.001554754,0
0.001559322,0
0.001563889,0
0.001568455,0
0.00157302,0
0.001577584,0
0.001582146,0
0.001586708,0
0.001591268,0
0.001595828,0
0.001600386,0
0.001604943,0
0.001609499,0
0.001614054,0
0.001618608,0
0.001623161,0
0.001627713,0
0.001632263,0
0.001636813,0
0.001641361,0
0.001645908,0
0.001650454,0
0.001654999,0
0.001659543,0
0.001664086,0
0.001668627,0
0.001673168,0
0.001677707,0
0.001682245,0
0.001686782,0
0.001691318,0
0.001695853,0
0.001700386,0
0.001704919,0
0.00170945,0
0.00171398,0
0.001718509,0
0.001723036,0
0.001727563,0
0.001732088,0
0.001736612,0
0.001741135,0
0.001745657,0
0.001750178,0
0.001754697,0
0.001759215,0
0.001763732,0
0.001768248,0
0.001772763,0
0.001777276,0
0.001781788,0
0.001786299,0
0.001790809,0
0.001795318,0
0.001799825,0
0.001804331,0
0.001808836,0
0.00181334,0
0.001817842,0
0.001822343,0
0.001826843,0
0.001831342,0
0.001835839,0
0.001840336,0
0.001844831,0
0.001849324,0
0.001853817,0
0.001858308,0
0.001862798,0
0.001867287,0
0.001871774,0
0.00187626,0
0.001880745,0
0.001885229,0
0.001889711,0
0.001894192,0
0.001898672,0
0.001903151,0
0.001907628,0
0.001912104,0
0.001916579,0
0.001921052,0
0.001925524,0
0.001929995,0
0.001934464,0
0.001938932,0
0.001943399,0
0.001947865,0
0.001952329,0
0.001956792,0
0.001961254,0
0.001965714,0
0.001970173,0
0.00197463,0
0.001979087,0
0.001983542,0
0.001987995,0
0.001992448,0
0.001996899,0
0.002001348,0
0.002005796,0
0.002010243,0
0.002014689,0
0.002019133,0
0.002023576,0
0.002028018,0
0.002032458,0
0.002036896,0
0.002041334,0
0.00204577,0
0.002050205,0
0.002054638,0
0.00205907,0
0.0020635,0
0.00206793,0
0.002072357,0
0.002076784,0
0.002081209,0
0.002085632,0
0.002090055,0
0.002094476,0
0.002098895,0
0.002103313,0
0.00210773,0
0.002112145,0
0.002116559,0
0.002120971,0
0.002125382,0
0.002129792,0
0.0021342,0
0.002138607,0
0.002143012,0
0.002147416,0
0.002151818,0
0.002156219,0
0.002160619,0
0.002165017,0
0.002169414,0
0.002173809,0
0.002178203,0
0.002182595,0
0.002186986,0
0.002191376,0
0.002195764,0
0.00220015,0
0.002204535,0
0.002208919,0
0.002213301,0
0.002217682,0
0.002222061,0
0.002226439,0
0.002230815,0
0.00223519,0
0.002239563,0
0.002243935,0
0.002248306,0
0.002252675,0
0.002257042,0
0.002261408,0
2.27E-03,0
2.27E-03,0
2.27E-03,0
2.28E-03,0
2.28E-03,0
2.29E-03,0
2.29E-03,0
2.30E-03,0
2.30E-03,0
2.30E-03,0
2.31E-03,0
2.31E-03,0
2.32E-03,0
2.32E-03,0
2.33E-03,0
2.33E-03,0
2.34E-03,0
2.34E-03,0
2.34E-03,0
2.35E-03,0
2.35E-03,0
2.36E-03,0
2.36E-03,0
2.37E-03,0
2.37E-03,0
2.37E-03,0
2.38E-03,0
2.38E-03,0
2.39E-03,0
2.39E-03,0
2.40E-03,0
2.40E-03,0
2.40E-03,0
2.41E-03,0
2.41E-03,0
2.42E-03,0
2.42E-03,0
2.43E-03,0
2.43E-03,0
2.43E-03,0
2.44E-03,0
2.44E-03,0
2.45E-03,0
2.45E-03,0
2.46E-03,0
2.46E-03,0
2.46E-03,0
2.47E-03,0
2.47E-03,0
2.48E-03,0
2.48E-03,0
2.49E-03,0
2.49E-03,0
2.49E-03,0
2.50E-03,0
2.50E-03,0
2.51E-03,0
2.51E-03,0
2.52E-03,0
2.52E-03,0
2.52E-03,0
2.53E-03,0
2.53E-03,0
2.54E-03,0
2.54E-03,0
2.55E-03,0
2.55E-03,0
2.55E-03,0
2.56E-03,0
2.56E-03,0
2.57E-03,0
2.57E-03,0
2.58E-03,0
2.58E-03,0
2.58E-03,0
2.59E-03,0
2.59E-03,0
2.60E-03,0
2.60E-03,0
2.61E-03,0
2.61E-03,0
2.61E-03,0
2.62E-03,0
2.62E-03,0
2.63E-03,0
2.63E-03,0
2.64E-03,0
2.64E-03,0
2.64E-03,0
2.65E-03,0
2.65E-03,0
2.66E-03,0
2.66E-03,0
2.66E-03,0
2.67E-03,0
2.67E-03,0
2.68E-03,0
2.68E-03,0
2.69E-03,0
2.69E-03,0
2.69E-03,0
2.70E-03,0
2.70E-03,0
2.71E-03,0
2.71E-03,0
2.72E-03,0
2.72E-03,0
2.72E-03,0
2.73E-03,0
2.73E-03,0
2.74E-03,0
2.74E-03,0
2.74E-03,0
2.75E-03,0
2.75E-03,0
2.76E-03,0
2.76E-03,0
2.77E-03,0
0.002769651,0
0.002773822,0
0.002777991,0
0.002782158,0
0.002786324,0
0.002790487,0
0.002794649,0
0.002798809,0
0.002802968,0
0.002807124,0
0.002811279,0
0.002815432,0
0.002819583,0
0.002823733,0
0.00282788,0
0.002832026,0
0.002836171,0
0.002840313,0
0.002844454,0
0.002848592,0
0.002852729,0
0.002856865,0
0.002860998,0
0.00286513,0
0.002869259,0
0.002873387,0
0.002877514,0
0.002881638,0
0.002885761,0
0.002889882,0
0.002894001,0
0.002898118,0
0.002902233,0
0.002906347,0
0.002910458,0
0.002914568,0
0.002918676,0
0.002922783,0
0.002926887,0
0.00293099,0
0.002935091,0
0.00293919,0
0.002943287,0
0.002947382,0
0.002951476,0
0.002955567,0
0.002959657,0
0.002963745,0
0.002967831,0
0.002971915,0
0.002975998,0
0.002980078,0
0.002984157,0
0.002988234,0
0.002992309,0
0.002996382,0
0.003000454,0
0.003004523,0
0.003008591,0
0.003012656,0
0.00301672,0
0.003020782,0
0.003024843,0
0.003028901,0
0.003032957,0
